sneg_g,epiweek,phec_name,ct_mean,ssd,count,se,gene,Date
S-,9,West Midlands,20.034268983003017,4.592972197143403,1507,0.11831428685332701,ORF1ab  (Ct<=30),2021-03-06
S+,9,West Midlands,22.324239959125205,4.596593784891374,39,0.7360440765665934, N  (Ct<=30),2021-03-06
S-,9,West Midlands,19.78099137082336,4.691387390129121,1498,0.12121193646211668, N  (Ct<=30),2021-03-06
S+,9,West Midlands,23.789130339502776,1.4756743745702954,40,0.2333246054193295,MS2 control,2021-03-06
S-,9,West Midlands,24.174887394588186,1.7337601621736465,1676,0.04234986326800652,MS2 control,2021-03-06
S+,9,Yorkshire and Humber,21.5934580508406,4.318949975708414,50,0.6107917630857789,ORF1ab  (Ct<=30),2021-03-06
S-,9,Yorkshire and Humber,19.332175422064665,4.431151391059385,4138,0.06888447374183174,ORF1ab  (Ct<=30),2021-03-06
S+,9,Yorkshire and Humber,22.66446275393139,4.036035286113775,49,0.5765764694448251, N  (Ct<=30),2021-03-06
S-,9,Yorkshire and Humber,19.2425579387147,4.579767974300742,4156,0.07104045042333296, N  (Ct<=30),2021-03-06
S+,9,Yorkshire and Humber,22.757314311626427,1.0379554171492595,54,0.14124784154296366,MS2 control,2021-03-06
S-,9,Yorkshire and Humber,23.012232913583038,1.4933879828052175,4551,0.022137023928940017,MS2 control,2021-03-06
S+,10,East Midlands,22.83958324192429,4.675584016547595,24,0.9543995908378591,ORF1ab  (Ct<=30),2021-03-13
S-,10,East Midlands,19.75276914975111,4.389879364452829,2145,0.09478485227708192,ORF1ab  (Ct<=30),2021-03-13
S+,10,East Midlands,23.541021586935045,4.25053972516828,22,0.9062181143038568, N  (Ct<=30),2021-03-13
S-,10,East Midlands,19.65844624595972,4.532231214588431,2152,0.09769918121688952, N  (Ct<=30),2021-03-13
S+,10,East Midlands,23.142283582135114,1.3843457607779384,26,0.27149254029869835,MS2 control,2021-03-13
S-,10,East Midlands,23.600096779833176,1.5738375722192062,2344,0.0325073154258901,MS2 control,2021-03-13
S+,10,East of England,22.010564861669284,5.06767783456729,21,1.1058579654549765,ORF1ab  (Ct<=30),2021-03-13
S-,10,East of England,19.789381661126896,4.504481519500945,1380,0.12125656641273871,ORF1ab  (Ct<=30),2021-03-13
S+,10,East of England,21.963415465457444,4.26390776721745,18,1.00501269885115, N  (Ct<=30),2021-03-13
S-,10,East of England,19.676316645097042,4.675640286423887,1383,0.12572741948990593, N  (Ct<=30),2021-03-13
S+,10,East of England,24.612576230313,1.5025823852148024,25,0.3005164770429605,MS2 control,2021-03-13
S-,10,East of England,24.31930893119028,1.7142481114402908,1485,0.04448467815957171,MS2 control,2021-03-13
S+,10,London,21.4365544842172,4.686224679876048,50,0.6627322498608222,ORF1ab  (Ct<=30),2021-03-13
S-,10,London,20.11702879402498,4.715396657349049,1182,0.13715432054728463,ORF1ab  (Ct<=30),2021-03-13
S+,10,London,21.68640835137858,4.6265350984114475,48,0.6677828211207752, N  (Ct<=30),2021-03-13
S-,10,London,19.982452684268274,4.918387555285609,1191,0.14251706378894763, N  (Ct<=30),2021-03-13
S+,10,London,24.12936589512635,1.5715946843586626,57,0.2081628011624473,MS2 control,2021-03-13
S-,10,London,23.69334075671819,1.5639830067987706,1391,0.04193420992813792,MS2 control,2021-03-13
S+,10,North East,25.1491881698045,5.5188855009495335,6,2.2530755710284476,ORF1ab  (Ct<=30),2021-03-13
S-,10,North East,19.074929449410252,4.3655288645979535,1564,0.11038714210899285,ORF1ab  (Ct<=30),2021-03-13
S-,10,North East,19.000957349957712,4.570713718411299,1574,0.1152077398165699, N  (Ct<=30),2021-03-13
S+,10,North East,23.183072919667428,1.2507289289482204,7,0.4727311005073093,MS2 control,2021-03-13
S-,10,North East,22.91696240366052,1.4863637058607029,1706,0.03598616597959389,MS2 control,2021-03-13
S+,10,North West,21.337011220763916,4.12944828476003,24,0.8429201014061068,ORF1ab  (Ct<=30),2021-03-13
S-,10,North West,19.751183201715175,4.329624002436573,3827,0.06998757589261473,ORF1ab  (Ct<=30),2021-03-13
S+,10,North West,22.568546049709457,3.919754827216088,24,0.8001166036242213, N  (Ct<=30),2021-03-13
S-,10,North West,19.68678095407535,4.416088039467186,3841,0.0712550369053698, N  (Ct<=30),2021-03-13
S+,10,North West,23.306977399097697,1.3847856950978412,33,0.2410602478036139,MS2 control,2021-03-13
S-,10,North West,23.293651549752408,1.332543560141793,4134,0.020725078234978996,MS2 control,2021-03-13
S+,10,South East,22.0121189571625,4.3307896949177636,36,0.721798282486294,ORF1ab  (Ct<=30),2021-03-13
S-,10,South East,19.766660876471985,4.465287839055621,1403,0.11921217835443657,ORF1ab  (Ct<=30),2021-03-13
S+,10,South East,22.454999339260226,3.991385047181437,31,0.7168739169041752, N  (Ct<=30),2021-03-13
S-,10,South East,19.703330191631206,4.644792619204329,1402,0.12404872977037154, N  (Ct<=30),2021-03-13
S+,10,South East,23.889681240318946,1.8727790593630627,38,0.30380488047380877,MS2 control,2021-03-13
S-,10,South East,24.140630828882347,1.6043847731390093,1515,0.04121945213741269,MS2 control,2021-03-13
S-,10,South West,19.919201801429857,4.479866816411758,318,0.251218456468469,ORF1ab  (Ct<=30),2021-03-13
S-,10,South West,19.730417588604517,4.655417716616844,316,0.26188770733611344, N  (Ct<=30),2021-03-13
S-,10,South West,23.583408961521428,1.6027719246483896,369,0.08343697364059349,MS2 control,2021-03-13
S+,10,West Midlands,21.242800468353856,5.108815187344107,42,0.7883072977444079,ORF1ab  (Ct<=30),2021-03-13
S-,10,West Midlands,20.123527387801914,4.444183949079132,2343,0.09181336023178706,ORF1ab  (Ct<=30),2021-03-13
S+,10,West Midlands,21.887647071053415,5.191019648425742,41,0.8107010665323174, N  (Ct<=30),2021-03-13
S-,10,West Midlands,20.07688283121731,4.584419797550531,2360,0.09436878811113841, N  (Ct<=30),2021-03-13
S+,10,West Midlands,24.423379224026835,2.0433559475502125,42,0.31529666787196237,MS2 control,2021-03-13
S-,10,West Midlands,23.515739490648702,1.5236200456561924,2594,0.02991518493536016,MS2 control,2021-03-13
S+,10,Yorkshire and Humber,22.416374599218173,5.002717617772927,23,1.043138732762927,ORF1ab  (Ct<=30),2021-03-13
S-,10,Yorkshire and Humber,19.38140599903843,4.3743715614379965,4408,0.06588626315673134,ORF1ab  (Ct<=30),2021-03-13
S+,10,Yorkshire and Humber,23.51145633205791,4.924720621092218,23,1.0268752347018373, N  (Ct<=30),2021-03-13
S-,10,Yorkshire and Humber,19.195809805311125,4.557784868284177,4430,0.06847814056244107, N  (Ct<=30),2021-03-13
S+,10,Yorkshire and Humber,22.840101556256464,1.4517160448086541,28,0.2743485449175713,MS2 control,2021-03-13
S-,10,Yorkshire and Humber,22.911361778482995,1.3859644325834994,4820,0.019963126841134073,MS2 control,2021-03-13
S+,11,East Midlands,20.63813087332269,5.889682051772369,13,1.6335038949111718,ORF1ab  (Ct<=30),2021-03-20
S-,11,East Midlands,19.55437469603153,4.276673074418109,2538,0.08489072516391026,ORF1ab  (Ct<=30),2021-03-20
S+,11,East Midlands,20.44540206495525,5.08299289772186,12,1.467333658894336, N  (Ct<=30),2021-03-20
S-,11,East Midlands,19.335963662398118,4.476375484146947,2560,0.08847213870027065, N  (Ct<=30),2021-03-20
S+,11,East Midlands,24.091770299615668,1.7682500470112867,18,0.4167805330250375,MS2 control,2021-03-20
S-,11,East Midlands,23.710575471549987,1.7158586348953704,2710,0.032960732843397185,MS2 control,2021-03-20
S+,11,East of England,23.55147223674943,4.951136184346459,21,1.0804264924191658,ORF1ab  (Ct<=30),2021-03-20
S-,11,East of England,19.55667587682532,4.36449555141231,1424,0.11565890079485595,ORF1ab  (Ct<=30),2021-03-20
S+,11,East of England,23.235201419478422,4.858069076019963,19,1.1145174822690016, N  (Ct<=30),2021-03-20
S-,11,East of England,19.176530312006037,4.595210591502223,1434,0.1213475028325343, N  (Ct<=30),2021-03-20
S+,11,East of England,24.46818093498548,1.282118220627555,25,0.256423644125511,MS2 control,2021-03-20
S-,11,East of England,24.452378867937302,1.64788916157215,1508,0.04243530486153741,MS2 control,2021-03-20
S+,11,London,22.17959373753606,5.147544007867719,66,0.6336188668101675,ORF1ab  (Ct<=30),2021-03-20
S-,11,London,19.960785444143944,4.489878195679737,995,0.14233870784433272,ORF1ab  (Ct<=30),2021-03-20
S+,11,London,22.303650072080018,5.032253079288859,62,0.6390967801667848, N  (Ct<=30),2021-03-20
S-,11,London,19.74946613895093,4.7833306914079685,1006,0.15081044315556127, N  (Ct<=30),2021-03-20
S+,11,London,24.002151594714284,1.3981463580954556,74,0.1625312127468671,MS2 control,2021-03-20
S-,11,London,23.855993848242345,1.8327157632166893,1130,0.054520005817000616,MS2 control,2021-03-20
S-,11,North East,18.919668111870806,4.44166338499771,1363,0.12030888841709289,ORF1ab  (Ct<=30),2021-03-20
S-,11,North East,18.82741696327356,4.572812172973981,1363,0.12386124336410835, N  (Ct<=30),2021-03-20
S-,11,North East,21.94192039242193,1.1787876634612058,1508,0.030355326700657766,MS2 control,2021-03-20
S+,11,North West,21.950310093103624,4.294600365484075,32,0.7591852602300037,ORF1ab  (Ct<=30),2021-03-20
S-,11,North West,19.571954830768682,4.290582905460161,3514,0.07237947347949376,ORF1ab  (Ct<=30),2021-03-20
S+,11,North West,23.306285594458938,4.081291594586356,33,0.7104616740572852, N  (Ct<=30),2021-03-20
S-,11,North West,19.45371785901686,4.365853210558104,3523,0.073555103023867, N  (Ct<=30),2021-03-20
S+,11,North West,22.827221899472335,1.3723356247971439,42,0.21175598417851973,MS2 control,2021-03-20
S-,11,North West,23.40339490163589,1.5995619703082156,3810,0.02591424631172091,MS2 control,2021-03-20
S+,11,South East,24.35313556570876,5.039357937645287,21,1.0996780572969562,ORF1ab  (Ct<=30),2021-03-20
S-,11,South East,19.54488219261534,4.2820156393732844,1217,0.12274475970900292,ORF1ab  (Ct<=30),2021-03-20
S+,11,South East,23.16367830965275,4.756487295173116,16,1.189121823793279, N  (Ct<=30),2021-03-20
S-,11,South East,19.21987536776168,4.418803235510735,1217,0.12666580111405507, N  (Ct<=30),2021-03-20
S+,11,South East,24.39184162480288,0.94961672034559,25,0.18992334406911798,MS2 control,2021-03-20
S-,11,South East,24.468355046726664,1.6642460955956746,1296,0.046229058210990964,MS2 control,2021-03-20
S+,11,South West,24.15947985328925,7.071576781370499,8,2.5001799478942095,ORF1ab  (Ct<=30),2021-03-20
S-,11,South West,19.634984857428577,4.552613114013037,230,0.30019041903057847,ORF1ab  (Ct<=30),2021-03-20
S-,11,South West,19.25809610041179,4.593617050973388,229,0.3035547590650871, N  (Ct<=30),2021-03-20
S+,11,South West,24.70260919920289,1.240425564905712,9,0.41347518830190405,MS2 control,2021-03-20
S-,11,South West,23.933785237215496,1.7166793601722614,270,0.10447377884109814,MS2 control,2021-03-20
S+,11,West Midlands,20.823213955836266,5.199983575243355,30,0.9493827676057158,ORF1ab  (Ct<=30),2021-03-20
S-,11,West Midlands,19.614277561705578,4.366239916705265,2601,0.08561254738637775,ORF1ab  (Ct<=30),2021-03-20
S+,11,West Midlands,21.32295726463169,4.964243398545539,29,0.9218368566861113, N  (Ct<=30),2021-03-20
S-,11,West Midlands,19.393323873132413,4.533264582406074,2605,0.08881927082078105, N  (Ct<=30),2021-03-20
S+,11,West Midlands,24.04331840468491,1.5233289072118557,34,0.26124875229351735,MS2 control,2021-03-20
S-,11,West Midlands,23.561753123038592,1.7418659354003547,2878,0.032469031254205465,MS2 control,2021-03-20
S+,11,Yorkshire and Humber,23.38376477292364,3.9868208266729104,14,1.0655226854189206,ORF1ab  (Ct<=30),2021-03-20
S-,11,Yorkshire and Humber,18.97537314609852,4.2645706860619255,4644,0.06257908542721516,ORF1ab  (Ct<=30),2021-03-20
S+,11,Yorkshire and Humber,24.08758154622893,3.6590694157544,14,0.97792743629829, N  (Ct<=30),2021-03-20
S-,11,Yorkshire and Humber,18.82488727432568,4.457678046850437,4671,0.06522344967717608, N  (Ct<=30),2021-03-20
S+,11,Yorkshire and Humber,21.8192039087801,1.0931216551786043,20,0.2444294328656444,MS2 control,2021-03-20
S-,11,Yorkshire and Humber,22.44880379061817,1.555877008468848,5021,0.02195736152298767,MS2 control,2021-03-20
S+,12,East Midlands,23.981649412501334,3.910758466203797,6,1.5965604582447792,ORF1ab  (Ct<=30),2021-03-27
S-,12,East Midlands,19.529439696066344,4.198927304596673,2436,0.0850745604340148,ORF1ab  (Ct<=30),2021-03-27
S-,12,East Midlands,19.27300951268265,4.3670793210598715,2447,0.08828239276934452, N  (Ct<=30),2021-03-27
S+,12,East Midlands,23.555673409327998,1.4413820251249014,11,0.4345930324456289,MS2 control,2021-03-27
S-,12,East Midlands,24.687811391953165,1.7477761666477882,2545,0.034645107999988385,MS2 control,2021-03-27
S+,12,East of England,21.944487963815874,5.701956940084288,16,1.425489235021072,ORF1ab  (Ct<=30),2021-03-27
S-,12,East of England,19.453045237005387,4.273695550876156,1377,0.11516926907186044,ORF1ab  (Ct<=30),2021-03-27
S+,12,East of England,22.137316571016374,5.4759978455866545,16,1.3689994613966636, N  (Ct<=30),2021-03-27
S-,12,East of England,18.954906116741647,4.494379017988952,1381,0.12094080501688134, N  (Ct<=30),2021-03-27
S+,12,East of England,23.942315762178314,1.463794163140215,16,0.36594854078505373,MS2 control,2021-03-27
S-,12,East of England,24.38511192832672,1.680362568874554,1442,0.04425072276515985,MS2 control,2021-03-27
S+,12,London,21.47319662754908,3.8732997813111174,25,0.7746599562622235,ORF1ab  (Ct<=30),2021-03-27
S-,12,London,19.666298197674525,4.293462301873531,836,0.14849249871348263,ORF1ab  (Ct<=30),2021-03-27
S+,12,London,22.14752643044352,4.128223413744709,25,0.8256446827489418, N  (Ct<=30),2021-03-27
S-,12,London,19.39196308602806,4.558577562932337,844,0.15691271080422844, N  (Ct<=30),2021-03-27
S+,12,London,24.298956993196356,1.5798388727348536,31,0.283747437891183,MS2 control,2021-03-27
S-,12,London,24.05884411500837,1.8954037872265603,936,0.06195321087952498,MS2 control,2021-03-27
S-,12,North East,18.881268654365392,4.27796218715182,1019,0.13401390109482803,ORF1ab  (Ct<=30),2021-03-27
S-,12,North East,18.826078977310026,4.456982990450619,1028,0.1390094801835505, N  (Ct<=30),2021-03-27
S-,12,North East,21.81568950811162,1.0215472025096313,1126,0.03044312588770431,MS2 control,2021-03-27
S+,12,North West,19.389449753820855,5.0529761783955225,28,0.9549227391977213,ORF1ab  (Ct<=30),2021-03-27
S-,12,North West,19.570611380090064,4.184863597038942,3293,0.07292651190773326,ORF1ab  (Ct<=30),2021-03-27
S+,12,North West,19.488581021102963,4.427993246940866,26,0.8684009220080212, N  (Ct<=30),2021-03-27
S-,12,North West,19.424613332553836,4.265538746818339,3303,0.07421977004816978, N  (Ct<=30),2021-03-27
S+,12,North West,24.082802667353263,1.8127158333139701,42,0.27970812560967057,MS2 control,2021-03-27
S-,12,North West,24.7183651902469,1.6566212132108542,3523,0.027910453726333828,MS2 control,2021-03-27
S+,12,South East,23.631703693685818,3.616117813929491,11,1.090300544229484,ORF1ab  (Ct<=30),2021-03-27
S-,12,South East,19.771035217841025,4.407933856584911,930,0.14454184527875913,ORF1ab  (Ct<=30),2021-03-27
S+,12,South East,24.231521351000364,3.722759970131272,11,1.122454364134555, N  (Ct<=30),2021-03-27
S-,12,South East,19.414779197822423,4.606572555854317,933,0.15081241484696253, N  (Ct<=30),2021-03-27
S+,12,South East,23.501457906037047,1.80992857959079,21,0.3949587961161286,MS2 control,2021-03-27
S-,12,South East,24.285450294239546,1.600112155113928,997,0.05067606040565952,MS2 control,2021-03-27
S-,12,South West,20.832126938995263,4.664884743307143,190,0.338426309076987,ORF1ab  (Ct<=30),2021-03-27
S-,12,South West,20.42667168422164,4.666902208748034,186,0.34219387249984035, N  (Ct<=30),2021-03-27
S-,12,South West,24.377139010689277,1.5176660517225609,218,0.1027893152211314,MS2 control,2021-03-27
S+,12,West Midlands,19.13030999267631,4.1813438845330815,45,0.6233179442079334,ORF1ab  (Ct<=30),2021-03-27
S-,12,West Midlands,19.820033011161236,4.280809910136304,2298,0.08929989149407423,ORF1ab  (Ct<=30),2021-03-27
S+,12,West Midlands,19.522563941008,3.8859888946802563,44,0.5858348683246508, N  (Ct<=30),2021-03-27
S-,12,West Midlands,19.629646858479607,4.4430877845663055,2315,0.09234415173209289, N  (Ct<=30),2021-03-27
S+,12,West Midlands,23.55820054303183,1.5703534388824978,53,0.21570463396366307,MS2 control,2021-03-27
S-,12,West Midlands,24.25171808236761,1.8236336333292142,2498,0.03648727049493208,MS2 control,2021-03-27
S+,12,Yorkshire and Humber,21.2573786029296,5.544291047488574,20,1.2397411669227967,ORF1ab  (Ct<=30),2021-03-27
S-,12,Yorkshire and Humber,19.03024538787154,4.298368058633543,4736,0.06245939215850049,ORF1ab  (Ct<=30),2021-03-27
S+,12,Yorkshire and Humber,21.37104044966863,5.77352821989432,19,1.3245382135894535, N  (Ct<=30),2021-03-27
S-,12,Yorkshire and Humber,18.865443569633225,4.48864546933233,4766,0.06501870054333302, N  (Ct<=30),2021-03-27
S+,12,Yorkshire and Humber,22.969830708582208,2.0535661471766553,24,0.41918243446966563,MS2 control,2021-03-27
S-,12,Yorkshire and Humber,22.509331673389788,1.6939547205649643,5145,0.02361615050529801,MS2 control,2021-03-27
S+,13,East Midlands,22.67539766998582,3.986908624735831,11,1.2020981801527828,ORF1ab  (Ct<=30),2021-04-03
S-,13,East Midlands,19.346929905468254,4.040572499032003,1711,0.0976827547953824,ORF1ab  (Ct<=30),2021-04-03
S+,13,East Midlands,23.359962901748546,4.167717475121133,11,1.256614099744015, N  (Ct<=30),2021-04-03
S-,13,East Midlands,18.965020807567846,4.185527297050112,1712,0.10115754909887528, N  (Ct<=30),2021-04-03
S+,13,East Midlands,23.523504401187285,1.6020342593610153,14,0.42816166574307596,MS2 control,2021-04-03
S-,13,East Midlands,24.18299875914769,1.809700839736821,1809,0.04254881844413302,MS2 control,2021-04-03
S+,13,East of England,20.877714987402,4.3908917491197315,14,1.1735151819727567,ORF1ab  (Ct<=30),2021-04-03
S-,13,East of England,19.860673793686527,4.241597741338926,841,0.1462619910806526,ORF1ab  (Ct<=30),2021-04-03
S+,13,East of England,22.34835645119586,4.43756895884264,14,1.1859901910123078, N  (Ct<=30),2021-04-03
S-,13,East of England,19.431858072527877,4.4735203183036525,842,0.1541676911842359, N  (Ct<=30),2021-04-03
S+,13,East of England,23.278358776579125,1.1375672266031085,16,0.2843918066507771,MS2 control,2021-04-03
S-,13,East of England,24.497768193354208,1.8775620432509326,903,0.062481352489539274,MS2 control,2021-04-03
S+,13,London,23.249440196507194,5.3190587306457555,36,0.8865097884409593,ORF1ab  (Ct<=30),2021-04-03
S-,13,London,20.504995609720343,4.736387284993203,359,0.2499769600160079,ORF1ab  (Ct<=30),2021-04-03
S+,13,London,23.19995214321958,4.999955256525051,31,0.8980184739685426, N  (Ct<=30),2021-04-03
S-,13,London,20.171139624265372,4.7975706154222895,354,0.2549880013237989, N  (Ct<=30),2021-04-03
S+,13,London,23.983678232117786,1.8270087506827641,42,0.2819135706404069,MS2 control,2021-04-03
S-,13,London,23.94205771257088,1.5610061848125334,438,0.07458776065056019,MS2 control,2021-04-03
S-,13,North East,18.961676332182815,4.39747298234931,902,0.14641983432250213,ORF1ab  (Ct<=30),2021-04-03
S-,13,North East,18.904813330441996,4.536393476267596,906,0.15071157845457145, N  (Ct<=30),2021-04-03
S-,13,North East,21.86603144898933,1.0424799002048608,1014,0.03273774131550561,MS2 control,2021-04-03
S+,13,North West,20.259144275016265,4.679365989389783,30,0.854331435737088,ORF1ab  (Ct<=30),2021-04-03
S-,13,North West,19.497415343372207,4.256845520608755,2159,0.09161394165654298,ORF1ab  (Ct<=30),2021-04-03
S+,13,North West,20.762772664528516,4.465999108785869,29,0.8293152148044043, N  (Ct<=30),2021-04-03
S-,13,North West,19.298552812165802,4.3128918083583825,2159,0.09282014500855605, N  (Ct<=30),2021-04-03
S+,13,North West,24.13469896465086,1.8740406026232201,35,0.31677067776820156,MS2 control,2021-04-03
S-,13,North West,23.994518709162914,1.5359764720025049,2347,0.031705019048562835,MS2 control,2021-04-03
S+,13,South East,20.81632539864559,4.557044282090981,17,1.1052455832751833,ORF1ab  (Ct<=30),2021-04-03
S-,13,South East,19.90446308691393,4.182293627425923,492,0.18855235835565312,ORF1ab  (Ct<=30),2021-04-03
S+,13,South East,20.64110132392007,3.639285775982471,15,0.9396595468313097, N  (Ct<=30),2021-04-03
S-,13,South East,19.67621179522151,4.4853045087736305,495,0.20159944552806275, N  (Ct<=30),2021-04-03
S+,13,South East,23.56720164771939,1.6523255424782206,18,0.3894568652713636,MS2 control,2021-04-03
S-,13,South East,24.1987436942746,1.6837100801152698,555,0.07146951260656113,MS2 control,2021-04-03
S+,13,South West,20.348430241856445,5.221375909708027,9,1.7404586365693424,ORF1ab  (Ct<=30),2021-04-03
S-,13,South West,20.171992472627444,5.056678032614265,133,0.4384695934753442,ORF1ab  (Ct<=30),2021-04-03
S+,13,South West,18.763317268055715,2.6521679774524967,7,1.0024252719297808, N  (Ct<=30),2021-04-03
S-,13,South West,20.026221465622083,5.196783309917978,134,0.44893370160263335, N  (Ct<=30),2021-04-03
S+,13,South West,24.106372489842666,1.2974679048474758,9,0.4324893016158253,MS2 control,2021-04-03
S-,13,South West,24.265377971107757,1.9230043111668436,152,0.15597624609903424,MS2 control,2021-04-03
S+,13,West Midlands,19.07149052934413,3.858428219657375,39,0.6178429874031847,ORF1ab  (Ct<=30),2021-04-03
S-,13,West Midlands,19.68764242618308,4.385498715899674,1555,0.11121254812254093,ORF1ab  (Ct<=30),2021-04-03
S+,13,West Midlands,19.686927949653263,3.4380131238568397,38,0.5577193748182689, N  (Ct<=30),2021-04-03
S-,13,West Midlands,19.516804267171004,4.505415392583147,1555,0.1142535338895656, N  (Ct<=30),2021-04-03
S+,13,West Midlands,23.162388798674687,1.809194593440018,48,0.2611347463847525,MS2 control,2021-04-03
S-,13,West Midlands,23.922532920686013,1.738223303663458,1732,0.04176684053738089,MS2 control,2021-04-03
S+,13,Yorkshire and Humber,22.19015573370275,4.648517250457748,20,1.0394400566603939,ORF1ab  (Ct<=30),2021-04-03
S-,13,Yorkshire and Humber,18.92003034487682,4.2346648904544155,3276,0.07398558322103412,ORF1ab  (Ct<=30),2021-04-03
S+,13,Yorkshire and Humber,22.6549340705622,4.560247444849959,20,1.0197023280904232, N  (Ct<=30),2021-04-03
S-,13,Yorkshire and Humber,18.725245128978624,4.410431186439099,3292,0.07686898333213454, N  (Ct<=30),2021-04-03
S+,13,Yorkshire and Humber,22.6999867568035,1.3932014725173165,24,0.2843860597134656,MS2 control,2021-04-03
S-,13,Yorkshire and Humber,22.526415855127134,1.5030233149494996,3570,0.025155422118972533,MS2 control,2021-04-03
S+,14,East Midlands,21.782352054200707,5.472237415255118,24,1.1170157848951454,ORF1ab  (Ct<=30),2021-04-10
S-,14,East Midlands,20.06345068287916,4.205198577988599,949,0.13650652234642954,ORF1ab  (Ct<=30),2021-04-10
S+,14,East Midlands,21.7853964914955,5.310384371731411,22,1.132177752176775, N  (Ct<=30),2021-04-10
S-,14,East Midlands,19.657333828110016,4.454721189716398,951,0.14445423188131565, N  (Ct<=30),2021-04-10
S+,14,East Midlands,23.8835547062185,1.5598388710987199,26,0.305909570838189,MS2 control,2021-04-10
S-,14,East Midlands,24.426064229216113,1.9681438782979905,1009,0.06195997881623013,MS2 control,2021-04-10
S+,14,East of England,19.78627843908275,4.463645189936412,20,0.9981014072137777,ORF1ab  (Ct<=30),2021-04-10
S-,14,East of England,20.86381975424546,4.3133878044468394,467,0.1995997834616172,ORF1ab  (Ct<=30),2021-04-10
S+,14,East of England,21.0681945889866,4.553132496217308,20,1.0181113772105204, N  (Ct<=30),2021-04-10
S-,14,East of England,20.542272099280414,4.644514482676461,463,0.21584889312844813, N  (Ct<=30),2021-04-10
S+,14,East of England,24.377615349974498,1.2390540473014384,18,0.2920478397011615,MS2 control,2021-04-10
S-,14,East of England,24.401288661052575,1.910481041497929,526,0.08330093196365411,MS2 control,2021-04-10
S+,14,London,20.73505781149195,4.718131136548141,60,0.6091081105691207,ORF1ab  (Ct<=30),2021-04-10
S-,14,London,21.221948044680225,4.757487636417835,364,0.24936010750744078,ORF1ab  (Ct<=30),2021-04-10
S+,14,London,21.49387146268369,4.341505367743179,58,0.5700675830796947, N  (Ct<=30),2021-04-10
S-,14,London,20.83143048934394,4.8573643758801595,358,0.2567196843115925, N  (Ct<=30),2021-04-10
S+,14,London,24.107634266289196,1.7265175934210129,66,0.21251962477624184,MS2 control,2021-04-10
S-,14,London,24.00362081983558,1.7231950066328898,452,0.08105227515169854,MS2 control,2021-04-10
S-,14,North East,19.115480361553487,4.300092466881507,487,0.19485578947902213,ORF1ab  (Ct<=30),2021-04-10
S-,14,North East,19.03659740947336,4.487093631131948,489,0.20291338806576814, N  (Ct<=30),2021-04-10
S+,14,North East,21.7672224820675,1.5501245336030622,6,0.6328356908495432,MS2 control,2021-04-10
S-,14,North East,20.98133362335207,1.1224588851776283,546,0.0480368057323868,MS2 control,2021-04-10
S+,14,North West,20.922493170821678,4.535656750926986,31,0.8146280006400219,ORF1ab  (Ct<=30),2021-04-10
S-,14,North West,19.95827007032246,4.3185222718498775,1521,0.11073134030384302,ORF1ab  (Ct<=30),2021-04-10
S+,14,North West,21.562237642096065,4.513645938529982,31,0.8106747420316034, N  (Ct<=30),2021-04-10
S-,14,North West,19.848381868869495,4.478980930894067,1534,0.1143579953248917, N  (Ct<=30),2021-04-10
S+,14,North West,23.10571563386913,1.7764198859722822,38,0.2881733584273708,MS2 control,2021-04-10
S-,14,North West,23.829423946683093,1.6308241429740997,1657,0.04006322240613945,MS2 control,2021-04-10
S+,14,South East,21.305682500808896,4.537639167925122,29,0.8426184398132919,ORF1ab  (Ct<=30),2021-04-10
S-,14,South East,19.81382230637463,3.99158690482435,513,0.17623286704923197,ORF1ab  (Ct<=30),2021-04-10
S+,14,South East,21.52956042970059,4.238531373702692,27,0.8157057431919744, N  (Ct<=30),2021-04-10
S-,14,South East,19.514695099155905,4.165123083461758,509,0.18461583486813612, N  (Ct<=30),2021-04-10
S+,14,South East,23.93300401868471,1.5477341406634293,31,0.27798125779100613,MS2 control,2021-04-10
S-,14,South East,24.32799208526599,1.7928735581098987,579,0.07450928232525535,MS2 control,2021-04-10
S+,14,South West,19.451414180115624,6.377081047322026,8,2.2546386263688074,ORF1ab  (Ct<=30),2021-04-10
S-,14,South West,20.301587288391865,4.144167710259818,134,0.3580015635207259,ORF1ab  (Ct<=30),2021-04-10
S+,14,South West,17.621107412708334,3.606911853397281,6,1.4725155980032838, N  (Ct<=30),2021-04-10
S-,14,South West,20.14951631598059,4.279667656611176,135,0.36833514580794685, N  (Ct<=30),2021-04-10
S+,14,South West,24.43983919548191,2.1498993146925747,11,0.6482190330797708,MS2 control,2021-04-10
S-,14,South West,24.391582397673165,1.8230485287988323,146,0.1508765697641797,MS2 control,2021-04-10
S+,14,West Midlands,19.139585822712966,5.278281040189573,30,0.9636778635212205,ORF1ab  (Ct<=30),2021-04-10
S-,14,West Midlands,20.204412120287646,4.346608946275777,1047,0.1343313034080488,ORF1ab  (Ct<=30),2021-04-10
S+,14,West Midlands,19.633091235092966,5.183506849077369,29,0.9625530572824866, N  (Ct<=30),2021-04-10
S-,14,West Midlands,20.14270292927507,4.571490533160621,1061,0.14034603020708836, N  (Ct<=30),2021-04-10
S+,14,West Midlands,23.316891818835867,2.379622682817226,30,0.4344576739099853,MS2 control,2021-04-10
S-,14,West Midlands,23.62194576569456,1.9100483009056775,1182,0.055556593847714913,MS2 control,2021-04-10
