"Region_name","epiweek","frac","lower_ci","upper_ci","spos","spos_li","spos_ui","sneg","sneg_li","sneg_ui","pos","pos_li","pos_ui","neg","neg_li","neg_ui","date"
"South East",15,0.0792444874638013,0.0404777002747833,0.126265401265401,32.5703412672755,14.0643504410585,54.4646120689655,379.640658732724,250.277212643678,529.03897039439,19.059,8,32,222.828,141.975,314.025,2021-04-17
"South West",18,0.652810486778725,0,1,108.483059498321,NA,221.734166666667,53.0026255732538,NA,122.7875,NA,NA,10,NA,NA,NA,2021-05-08
"North West",7,0.0187086765036603,0.0131823253300126,0.02498483284831,136.975245418165,75.5026008362141,206.255199301599,7216.25175458183,4570.77995310816,10224.0986056389,117.804,65.975,177.025,6204.856,3938.85,8740.2,2021-02-20
"South East",10,0.014258626301235,0.00644838369761039,0.0248390351245486,23.0565247335507,8.93974184065908,39.7507284679788,1596.42747526645,1086.95393253608,2149.58835045373,14.122,NA,25,976.286,639.975,1352.1,2021-03-13
"West Midlands",14,0.0206228444573387,0.00579668258356371,0.0382174306498207,14.6794157524287,NA,30.1249803199273,691.709584247571,362.812818186465,1115.81511197177,11.269,NA,23,529.838,279,859.025,2021-04-10
"North West",19,0.628697729267672,0.382119003115265,0.820256330853564,925.686269339354,253.771283785537,2103.42800358226,471.046730660646,257.584861799736,747.065860016254,764.759,212.95,1738.325,388.539,210.975,615.125,2021-05-15
"South East",16,0.117404455831401,0.04,0.196987315010571,36.5430402429087,11.1711034482759,65.4058092224231,274.070959757091,186.866463414634,374.993142072554,14.924,NA,28,110.977,68.975,157.025,2021-04-24
"East Midlands",17,0.108887877614367,0.0253124751214075,0.198598224284115,36.9770625547806,6.0468,78.400743451625,295.267937445219,179.860680765862,433.385444273957,24.412,NA,50.025,196.638,116,298,2021-05-01
"South East",17,0.144486691828566,0.0359972041006524,0.272727272727273,42.7573425461405,9.68729166666667,83.1844645080946,253.980657453859,167.688353183692,354.462173913043,12.988,NA,26,77.53,44.975,122.025,2021-05-01
"East Midlands",18,0.243828186137972,0.108504925710594,0.370746846846847,111.356397571911,34.0807985113808,211.439916154634,337.105602428089,193.494050188883,518.948130122951,94.008,28,182.025,283.997,160.925,445.025,2021-05-08
"East Midlands",6,0.0309446120387851,0.0182919868582247,0.045002782413509,179.209904932141,86.3751568973921,286.136606670031,5621.14409506786,3556.52545036149,8050.01573352915,55.217,25,90.025,1728.021,1059.95,2456.175,2021-02-13
"London",10,0.0158646998203701,0.00732587324827442,0.0260007587923486,24.0294143143648,9.05847827509327,43.5337262668917,1482.53258568564,965.56838366531,2076.59806070569,12.97,NA,24,802.33,497.975,1174.05,2021-03-13
"East Midlands",10,0.0118836027489946,0.00466797788564024,0.0206410840857622,24.5756192110984,9.06299853184498,44.8844830888573,2055.1333807889,1327.58018917156,2882.92477544555,17.053,6,31,1428.336,898,2017.1,2021-03-13
"Yorkshire and Humber",14,0.00370198656639986,0.0011610083001778,0.00736688420037821,6.47932489235033,NA,13.028929662948,1760.32367510765,760.848238832663,2906.37483836621,5.927,NA,12,1608.232,693.9,2646.125,2021-04-10
"North West",8,0.00981658937556849,0.00662357258659936,0.0133255196768936,51.0460092314298,28.0256248377249,80.0446238827098,5158.86299076857,3253.19817856875,7455.77066229335,46.947,25.975,73.025,4743.879,3005.8,6807.975,2021-02-27
"East Midlands",13,0.00644522290018392,0.00146412884333821,0.0130164379380634,7.05228137124935,NA,14.4649429553265,1104.40871862875,695.752672134573,1608.63093174633,6.062,NA,12,951.216,589,1403.225,2021-04-03
"South East",11,0.00754047654654275,0.00168329018831531,0.014070197044335,9.78197697429066,NA,19.0342031967083,1285.20602302571,887.119168108891,1762.91620775982,5.879,NA,12,767.176,504.975,1053,2021-03-20
"East of England",5,0.0275676755789313,0.0208925081296938,0.0347435268259342,193.62340407004,113.534526530612,280.52601625763,6821.91059592996,4714.90994957187,9293.1772845412,60.27,29,95,2123.969,1142.975,3168.125,2021-02-06
"Yorkshire and Humber",15,0.0055132738516425,0.000899848670289928,0.0124541883438296,6.46304600441108,NA,15.1692413128706,1180.47095399559,550.830145006203,1915.2895699975,5.913,NA,14,1078.272,501.875,1754,2021-04-17
"South East",12,0.00519514622383185,0,0.0102494187652827,6.44925757329234,NA,13.7093854393305,1217.55374242671,882.457470935041,1625.32635409502,NA,NA,7,546.365,371,750,2021-03-27
"London",13,0.0369002662308243,0.00485320201643017,0.0934078771695594,28.0680026107028,NA,70.046121333909,738.071997389297,477.817281146252,1022.55314601619,6.854,NA,16,181.674,102,271,2021-04-03
"London",11,0.0228374072893121,0.0102739726027397,0.0387874726539356,31.3624821106407,12.614250810407,56.6485469024718,1342.27551788936,869.393645674593,1886.35171414328,16.075,6,29,689.169,419,991.025,2021-03-20
"North West",10,0.00586825339725022,0.00262042756014327,0.0092200460180594,18.3418589210413,5.4335613053735,35.3559409863952,3055.74914107896,1907.3021719792,4465.90905203136,17.051,NA,33,2840.646,1763.975,4176,2021-03-13
"East of England",14,0.0195149801265471,0,0.0461658031088083,9.10344336708354,NA,21.7397718933464,457.883556632916,286.076771653543,658.467403486924,NA,NA,10,202.809,115,314,2021-04-10
"South East",18,0.266669741693616,0.146145833333333,0.388441230486685,83.7745872690082,36.6448275862069,137.335410235985,229.595412730992,148.917616372392,324.675348790858,34.439,14,58,94.286,56.975,139.025,2021-05-08
"West Midlands",19,0.306011013922147,0.202380952380952,0.400014836795252,89.6536026503075,33.5387093023256,169.156517465598,198.538397349693,95.4587678571428,319.857925113978,67.604,26,126,150.499,72,243.025,2021-05-15
"East of England",16,0.0607052897728844,0.0115557672096689,0.137736721678594,15.2379181148353,NA,31.5452795160617,248.318081885165,137.323611111111,404.661917701863,10.072,NA,21,163.949,85.975,271.025,2021-04-24
"East of England",7,0.0125991661649124,0.00533287775246773,0.020035830861495,44.175354470566,16.8963695610958,75.9107391961374,3447.13364552943,2319.94003796987,4753.86350948108,15.274,NA,29,1185.882,626.95,1831.2,2021-02-20
"North West",6,0.0345581006237604,0.0297391103967335,0.0400006009615385,288.629582532662,183.038979447894,403.732369800245,8084.61241746734,5169.42668136595,11441.1981935725,259.79,164.975,363.05,7277.002,4654.9,10278.825,2021-02-13
"Yorkshire and Humber",9,0.0120816558091901,0.00618115343272187,0.0185902736991361,43.9451154487221,15.2409727701223,79.8320089325653,3605.36688455128,1615.7514110321,5914.99747533575,40.257,14,73,3302.114,1480.525,5410.475,2021-03-06
"London",14,0.0832635700362243,0.0392156862745098,0.138405257936508,50.0702429197808,19.2081701346389,92.936338655162,550.879757080219,348.237236842105,787.385723248597,17.027,7,31,188.687,109.975,281.025,2021-04-10
"North West",15,0.0379455241588403,0.0103442714126808,0.0735915904040974,27.1528963926208,6.57037123803778,59.7394630677447,695.476103607379,373.339504817709,1089.96615248747,24.269,6,53,618.724,337.9,958.075,2021-04-17
"South West",16,0.0608267575519613,0,0.157894736842105,11.3117209643679,NA,33.7736111111111,166.717308064661,81.96875,273.788888888889,NA,NA,NA,13.2122122122122,NA,26,2021-04-24
"East Midlands",9,0.01803380468132,0.00522890606369372,0.0365861357477211,44.2711160800591,12.1163520974856,88.6352120320554,2436.69288391994,1626.48366414716,3490.07001054324,16.581,NA,35,904.013,574.85,1298.075,2021-03-06
"West Midlands",12,0.0186865931904116,0.00660164845339971,0.0318511284243934,31.9248503402563,8.67192677004856,63.7852004887819,1667.04014965974,868.612647603612,2842.72557702112,21.669,NA,45.025,1124.028,542.85,2030.175,2021-03-27
"East Midlands",15,0.022062243506174,0.00420168067226891,0.0421468063436636,11.9684660973446,NA,28.1566834380208,496.089533902655,292.058883395287,756.694278193841,9.781,NA,23.025,404.134,236.9,623,2021-04-17
"West Midlands",18,0.136702033319712,0.0634870403857746,0.229647696476965,40.1565418180884,13.8497273346967,76.312529342723,253.528458181912,126.563189269747,412.835046212578,33.721,11,64.025,213.272,105,350.05,2021-05-08
"East of England",9,0.00721133303484169,0,0.0151963625373347,11.7933096224033,NA,27.5223519875105,1598.4766903776,1058.98624588298,2279.99041693733,5.053,NA,13,669.77,357,1047,2021-03-06
"South East",7,0.0163833076240595,0.00941442264819186,0.0252633444455989,74.9196422787396,39.8417363645886,118.965169254356,4530.60035772126,3317.1059184983,5909.12764247115,37.081,19,58,2247.243,1556.975,3051.05,2021-02-20
"East Midlands",14,0.0145205978553782,0.00318273529295407,0.0269869139966273,12.9563229244984,NA,31.0682344477865,841.877677075502,503.045796357056,1235.64670721467,8.138,NA,19,533.403,318.925,782.075,2021-04-10
"London",18,0.477603336707336,0.384176271186441,0.57501179245283,236.080348037672,129.882513923564,369.753846153846,256.639651962328,155.021840909091,382.060227272727,75.983,41.975,117,82.787,47,124.025,2021-05-08
"East of England",17,0.14968959447873,0.0441095963933018,0.300011737089202,40.4706473466668,9.56217623873874,85.1704423963134,228.064352653333,134.125277108434,342.169670908293,23.552,NA,50,132.992,73.975,207.025,2021-05-01
"South West",12,0.0100404058958606,0,0.0322668302945301,5.93149023189911,NA,19.7689529220779,583.165509768101,288.411328125,978.954248873699,NA,NA,NA,97.913,36,185.1,2021-03-27
"South West",8,0.00894260571613615,0,0.026929347826087,12.9963976943548,NA,37.5710185617169,1504.06260230565,766.607290152016,2376.62937853107,NA,NA,9,364.432,168.975,597.025,2021-02-27
"North West",9,0.0119664286682978,0.00543707815916843,0.0207033408456676,37.7260715593927,13.5291290903125,72.7811890243902,3090.87792844061,1881.8995566226,4462.93703331605,33.88,12,66,2774.88,1693.95,4030.2,2021-03-06
"West Midlands",7,0.018474774740704,0.00967241463620643,0.0283546167281288,103.772210186509,40.8453811271116,187.163894728269,5529.25278981349,2850.2987822793,8871.96602203893,31.635,13,57,1698.906,877.975,2805.1,2021-02-20
"North West",13,0.0122867079940123,0.00657301682692308,0.0183454448777029,18.4468424360208,6.68193369504508,31.979824663848,1479.18615756398,872.616278667561,2229.66797790588,16.795,6,29,1347.527,783.625,2037.375,2021-04-03
"East of England",12,0.00579514661549837,0.00111413043478261,0.0122594630021596,5.53397815968075,NA,11.992352575446,959.615021840319,594.640334309795,1391.97457010983,NA,NA,9,677.468,400.975,1026.1,2021-03-27
"East of England",15,0.040730560020685,0.00379377431906615,0.0890068253598152,13.2051766703552,NA,31.2485052776171,307.334823329645,183.462121212121,450.523301590988,8.831,NA,21,204.001,111,309.025,2021-04-17
"North East",5,0.0490582138100627,0.0312282684874565,0.0761287419477074,182.56931241648,67.7498006211264,318.442435319684,3584.99968758352,1529.81562406073,5993.2115136607,166.111,62,286.1,3264.539,1395.625,5460.1,2021-02-06
"West Midlands",13,0.018309162826393,0.00473011478531983,0.0328625493596243,20.7583025168183,NA,46.8693528993813,1077.49869748318,554.915503338539,1820.27799864794,15.653,NA,36,807.628,399.875,1371.125,2021-04-03
"East of England",18,0.392222215326718,0.170416154791155,0.616116071428571,120.142944084497,33.3580926916221,248.113057011795,172.933055915503,103.211045234958,249.085989010989,93.51,24,202.025,133.523,76,200,2021-05-08
"East of England",6,0.0145519345045154,0.0042368411642709,0.02567194818098,62.3846338023766,16.2671090748788,117.942532281492,4206.84836619762,2823.35596498865,5798.16147196074,20.269,NA,41,1363.18,663.825,2173.375,2021-02-13
"East Midlands",8,0.0119937419536835,0.00441016624040921,0.0214726198591229,47.2708552751905,13.266231935252,92.4440078169062,3835.62814472481,2395.11672496166,5345.23888317341,15.999,NA,31,1314.996,847.95,1844.125,2021-02-27
"South West",15,0.0371150200462204,0,0.15,7.19571352921294,NA,26.5285465116279,196.601083267584,89.2425,331.475862068965,NA,NA,NA,29.5515515515516,8,58,2021-04-17
"West Midlands",11,0.00686061615659384,0.00285256190064376,0.0107762001796709,13.0988667222716,NA,23.6249421296296,1890.54513327773,1024.1971048358,3054.03268961708,9.056,NA,17,1308.463,632.975,2213.375,2021-03-20
"East of England",19,0.450563802774789,0.15234126984127,0.65835677496038,156.162943862002,27.1975943396226,359.121929331051,164.143056137998,103.224664943667,235.634018342391,120.952,17.975,292.075,122.909,74.975,181,2021-05-15
"North West",18,0.496000397606191,0.225641692576934,0.715896526691981,518.066751355142,115.408707338417,1170.41357931745,466.778248644858,247.929872709306,744.910021457833,488.683,107.975,1105.175,439.317,232,708.05,2021-05-08
"East Midlands",12,0.00156327364358827,0,0.00425903455226991,NA,NA,6.00078816371681,1641.9717473942,1023.0791014913,2395.0076262874,NA,NA,NA,1375.176,844.925,2032.1,2021-03-27
"London",16,0.224652794180117,0.137931034482759,0.312520833333333,104.067951305711,49.2146950240771,168.187121436322,356.953048694289,226.803120490621,501.777653267785,29.186,13,50,99.894,59,145.025,2021-04-24
"London",8,0.0110952819155244,0.0046131244138048,0.0189513599291434,31.2902042197144,11.462764658165,53.875828460039,2805.28279578029,1802.70256410256,3879.17788191387,9.966,NA,17,903.167,547.975,1322.125,2021-02-27
"North East",13,0.00177651941678803,0,0.00565025151388933,NA,NA,NA,618.611081026568,266.95,1046.01157911801,NA,NA,NA,555.51,240.9,942.125,2021-04-03
"Yorkshire and Humber",13,0.0045626892692844,0.00191570881226054,0.00779060197075119,9.68670145497315,NA,18.2512763784888,2159.07329854503,973.399634496491,3534.51871989461,8.967,NA,17,1999.056,898.975,3271.4,2021-04-03
"South West",7,0.0251263673863211,0.00927283740395287,0.0412288551849722,61.8116962050914,19.0321736292428,107.979731881647,2401.77330379491,1252.73709951456,3775.11217170513,21.807,NA,43,838.422,349,1433,2021-02-20
"South West",9,0.0150751776198558,0,0.0394868421052631,13.5822723095087,NA,31.6828656277245,933.390727690491,498.527960526316,1518.79440058684,NA,NA,9,280.147,141.95,465.1,2021-03-06
"South West",17,0.236731947527568,0,0.571428571428571,32.8772648167911,NA,92.616,99.5098966676622,38.98,175.7625,NA,NA,11,12.8525576730191,NA,29,2021-05-01
"South West",11,0.00703356735745762,0,0.0174418604651163,NA,NA,14.8294446094446,631.611395571778,300.966228070175,1029.63025793651,NA,NA,NA,118.596,38.975,223.025,2021-03-20
"South West",6,0.0309488223579179,0.0203018804230952,0.0486044360636206,90.6310760636347,40.3362702285864,144.227764484268,2897.58292393637,1427.87735708623,4705.40312706271,35.222,14.975,59.025,1140.48,439.975,2048.275,2021-02-13
"West Midlands",8,0.0165616221151969,0.00832124580750432,0.0282493137553919,64.7138346714375,24.1270678865896,111.922555633236,3903.81016532856,2024.60756029393,6358.52108769101,26.171,9,45,1592.432,727.95,2782.475,2021-02-27
"South East",8,0.0155469600227774,0.00813713045184867,0.024913256227758,48.9815218088366,23.4342530625024,81.9229666635843,3111.54247819116,2193.83752956199,4028.52039704399,26.099,12,43.025,1658.165,1112.9,2225,2021-02-27
"East Midlands",16,0.115675880543638,0.0260127728529216,0.217981967494102,50.243780732307,7.78086764384957,118.908064380762,362.368219267693,210.763306451613,557.051316400778,41.887,7,99.025,303.602,179.975,460.05,2021-04-24
"East Midlands",11,0.00750454412854762,0.00343613190227369,0.0117658638258453,13.6437054905601,NA,24.9312683486239,1795.16329450944,1155.10302022547,2618.89547831817,11.899,NA,22,1567.239,978.875,2308,2021-03-20
"East Midlands",7,0.0270379161247202,0.0153796095444685,0.0410111738983125,145.029889263739,63.39302594172,263.895478361314,5131.31711073626,3280.60215230033,7285.90737977438,49.218,22,87.025,1756.715,1102.95,2569.225,2021-02-20
"North West",5,0.0569863653210613,0.0499978073672461,0.064823932947171,625.847863993848,389.034059877386,887.877150522577,10369.9931360062,6724.34730539444,14531.3194682513,563.303,349.9,800,9333.482,6028.425,13143.3,2021-02-06
"East Midlands",5,0.0505386872963847,0.0356578515601694,0.0644344217037974,375.5965715199,208.720723293011,559.169464756879,7052.2114284801,4519.02907555149,10089.7598993035,117.314,60.975,178.05,2193.89,1370.875,3151.225,2021-02-06
"East of England",10,0.00234144932969535,0,0.00567634181936112,NA,NA,7.709564060667,1274.87485340579,817.957572614108,1749.51391809697,NA,NA,NA,801.41,497.825,1151.025,2021-03-13
"West Midlands",5,0.0439483896325716,0.0326378340335927,0.0568769003956736,409.154669482793,211.105993075352,648.004359445796,9060.76133051721,4559.76619495236,14886.6223876896,168.832,91,262,3704.198,1976.45,5629.625,2021-02-06
"London",15,0.183627768220169,0.120965526409075,0.237444349315068,90.2530149222292,44.811814516129,139.07132834056,400.696985077771,237.324894957983,574.49749517271,33.901,14,56,148.992,82,221.025,2021-04-17
"South East",9,0.0133044713504991,0.00748804299334973,0.0208339368482039,24.3583810898501,13.0959552845528,38.0329221229183,1825.78961891015,1284.87770090856,2392.21404472558,14.05,7,22,1057.006,713.975,1451.45,2021-03-06
"South East",19,0.36349192069029,0.239104554865424,0.5,105.261854510275,61.789808988764,157.416982758621,185.633145489725,112.109254658385,271.820023652894,42.095,24,65,74.76,40,114.025,2021-05-15
"North West",11,0.0102304833585953,0.00505988502779432,0.0158283534656887,27.1909896764324,10.9125889441083,45.9556591675993,2636.36601032357,1612.19827855911,3822.77748935469,25.005,10,42,2423.038,1472.925,3503.3,2021-03-20
"South East",13,0.0181457623623804,0.00301137385362345,0.0405908584169454,14.3320127307591,NA,31.7169532627866,788.752987269241,535.938220838794,1094.17970581217,5.019,NA,11,280.048,166.975,406.025,2021-04-03
"East of England",8,0.00728290841241689,0.00189263142474468,0.0126746733319179,18.809858076715,NA,37.3682674936732,2525.53414192329,1689.59144924054,3502.59207599178,6.847,NA,16,899.577,463.975,1461.25,2021-02-27
"South West",10,0.00574369757660386,0,0.0202737175951462,NA,NA,16.1969789132198,771.063352486571,398.951838235294,1206.03860301558,NA,NA,NA,176.433,76.975,299,2021-03-13
"West Midlands",9,0.0150695413646973,0.00476152802893309,0.029924480433268,35.2283168877325,6.96841967368075,70.9294633760856,2316.61868311227,1200.70005924171,3994.5368795082,13.177,NA,27.025,866.071,414.975,1521.1,2021-03-06
"North East",14,0.00632806347455754,0,0.0169026020529959,NA,NA,5.87037887006593,369.805339431017,162.618214285714,623.217092507394,NA,NA,NA,318.476,138,550.075,2021-04-10
"Yorkshire and Humber",11,0.00313364043639459,0.00122997601918465,0.00509230691306533,10.8163298719984,NA,20.6500924120876,3418.652670128,1647.89694352159,5544.58036774807,9.907,NA,19,3126.992,1503.925,5048.875,2021-03-20
"South West",13,0.0529864757796107,0,0.151556101556102,18.3554616166418,NA,47.4790506329114,349.759538383358,159.964864864865,577.099270072993,NA,NA,11,75.919,31,132,2021-04-03
"West Midlands",15,0.0261709313458499,0.00932609613594843,0.0462962962962963,11.2237982107816,NA,20.5730519480519,433.429201789218,216.184583632448,730.146124815906,10.092,NA,18,390.176,192.95,654.15,2021-04-17
"London",9,0.0189617591605217,0.00654204712886058,0.0343754078037322,33.2603705203303,9.90645998940116,64.1979386169994,1717.06462947967,1121.07584307599,2396.61334614334,13.896,NA,27,719.914,454.9,1029.025,2021-03-06
"North East",18,0.0608463780466046,0,0.1875,12.6010827986085,NA,33.8600732600733,210.122917201391,80.2336397058824,379.026779661017,NA,NA,NA,33.503,12,60,2021-05-08
"London",12,0.0295081145217118,0.0154585832041866,0.0467732113028953,34.7849333807549,14.4274332929048,62.6647883597884,1136.18206661925,727.409898961439,1623.44208514316,15.98,6,28.025,523.023,316,777.1,2021-03-27
"London",6,0.02260840505173,0.0153006712885029,0.0310348173261364,137.265306742609,75.1223011509345,214.252697983307,5949.44469325739,3818.50295756412,8396.93893655694,42.375,22,68,1838.793,1076,2742,2021-02-13
"London",7,0.0180969403909768,0.0109559027571307,0.025895692987939,80.8207524780589,38.8360708793949,127.743679675651,4392.54024752194,2773.27051584585,6076.58792371856,28.136,14,45,1539.61,891.9,2239.025,2021-02-20
"North East",11,0.00311963154224737,0,0.0106223186157329,NA,NA,10.0248695442956,1036.7056269932,452.942153284672,1746.44256613237,NA,NA,9,934.851,414.9,1556.2,2021-03-20
"West Midlands",10,0.00800187954072826,0.00170939384205588,0.0163425567595459,15.8061543156555,NA,32.2117023511616,1978.16484568434,1061.52824879086,3220.14938708718,9.883,NA,20,1241.896,608.925,2132.025,2021-03-13
"London",19,0.506465016333731,0.399089328654059,0.605131578947368,297.982115874549,170.403448275862,460.502039800995,287.697884125451,180.825967993981,411.525678654764,102.03,59,156,99.578,54,154,2021-05-15
"Yorkshire and Humber",16,0.00944129537473236,0.00445702659837923,0.0160822179017423,9.68379596299634,NA,17.8775738245739,1036.471204037,465.590177303697,1703.25684071381,9.103,NA,17,974.778,440.875,1604.075,2021-04-24
"North East",9,0.00770166920946598,0.00160538869091389,0.0160750491559683,10.8894738527863,NA,22.9586914729206,1426.95652614721,601.809419449132,2481.71739479393,9.947,NA,21,1301.46,545.975,2276.125,2021-03-06
"East Midlands",19,0.28335462153055,0.107565663272835,0.43416352588727,127.330716510199,31.6977293844367,263.06389927929,304.582283489801,182.810445926966,446.514672570869,104.178,25.975,220,247.955,145,368.025,2021-05-15
"West Midlands",17,0.112550572529133,0.0510518254822419,0.188250773993808,33.0386229022505,10.512863503269,62.7347175495007,260.99737709775,128.509659090909,412.588532620024,28.309,9,53.025,223.6,113,351.05,2021-05-01
"North West",14,0.0176561752212213,0.00662088806861361,0.0331290735359189,17.9065070672844,5.62462554466231,34.4509233113097,1011.16549293272,547.270582098765,1527.24704941426,16.002,NA,31,902.058,495.95,1354.025,2021-04-10
"London",17,0.432614495995285,0.305843989769821,0.555555555555556,173.588608899455,91.6972844827586,277.404331683168,225.457391100545,136.399836065574,333.023542024014,40.392,20,67,52.29,31,78.025,2021-05-01
"Yorkshire and Humber",5,0.0813217445718523,0.0729857305628315,0.0914816622756348,534.3756347824,250.422230979181,864.040859554301,6049.0563652176,2864.04732104858,9622.19259477996,486.674,227.95,788.025,5509.178,2606.2,8818.725,2021-02-06
"South West",14,0.0461228761669674,0,0.0975609756097561,12.9396462886358,NA,30.7687073302192,262.106353711364,123.919570135747,422.710327868852,NA,NA,10,75.733,29,131.025,2021-04-10
"East of England",13,0.00973007971250504,0,0.0281398947919088,5.91422904404498,NA,17.0723217193097,613.081770955955,376.973054474708,890.890710823909,NA,NA,12,415.016,250.975,622.05,2021-04-03
"South West",19,0.820000885324758,0.454545454545455,1,107.745805371599,48,187.808333333333,25.9543958356442,NA,87.0477272727273,7.9738430583501,NA,16,NA,NA,6,2021-05-15
"North East",10,0.00325433218556244,0,0.0065008188666885,NA,NA,10.7900249715373,1333.03274362592,531.498077382599,2270.57750995733,NA,NA,10,1232.111,494.5,2093.175,2021-03-13
"Yorkshire and Humber",19,0.156399992102934,0.0689655172413793,0.234382971938775,143.648983041693,36.1819706498952,306.368258186488,755.363016958307,325.046738110138,1334.67162988115,13.979,NA,28,74.875,31.975,134,2021-05-15
"East of England",11,0.00589042029523624,0.00172659993987515,0.0103792752748026,6.99550984781818,NA,13.0667804646007,1173.61549015218,697.24965,1727.51888403044,NA,NA,9.02499999999998,828.357,480,1283.025,2021-03-20
"South West",5,0.0633954305080707,0.0412143729163732,0.0964478136966782,265.359748833423,124.901622300678,431.784101382488,3979.50625116658,2174.82051333088,6439.77528171536,66.756,32,109,1004.217,533.975,1637.25,2021-02-06
"West Midlands",6,0.0305428342287436,0.0194230844808474,0.0454915700078026,193.662195329624,90.9199235862164,303.002297365086,6322.71580467038,3046.87443435706,10745.9831515963,53.699,23.975,90,1739.167,832.95,2938.35,2021-02-13
"Yorkshire and Humber",10,0.0076257036963251,0.00407121893626886,0.0119756945886065,27.9980946259256,8.69259256600749,53.7231779783393,3607.22490537407,1687.69112497672,5670.69046472109,25.592,8,49,3301.537,1529.975,5156.525,2021-03-13
"North East",17,0.0936063103892872,0.0208125,0.195760869565217,16.9090085179206,NA,36.7233368280595,167.567991482079,54.3738636363636,305.444337390128,7.003,NA,16,69.474,19,133.05,2021-05-01
"West Midlands",16,0.06812091457577,0.0334420289855072,0.11934882223737,26.2382275648744,7.82719958782498,50.200577689243,359.295772435126,177.080192307692,608.609363081617,23.126,7,44,317.234,156,532.15,2021-04-24
"North West",17,0.251060870250388,0.06094495127514,0.456752445043299,191.554673521984,30.9430308499878,444.450855323049,534.923326478016,294.202488456558,814.918456370426,181.133,29,422,504.445,279,762.025,2021-05-01
"Yorkshire and Humber",6,0.0480906873325843,0.0400642120384006,0.0576968942124231,270.077113056269,122.681119699558,433.007104009151,5359.22488694373,2553.61112238323,8586.88905705227,246.941,112,397,4900.223,2328.975,7861.175,2021-02-13
"Yorkshire and Humber",7,0.0257852848055203,0.0200665370658561,0.0308836448876982,149.400381598077,61.8541833956445,254.158222673129,5595.79161840192,2622.10003346213,8791.91540391399,137.764,57,234,5158.892,2425.2,8119.475,2021-02-20
"London",5,0.0262142149250175,0.0199697601406164,0.032707293193753,281.670719007541,158.925975364483,427.663483812535,10420.1142809925,6943.51205774129,14580.6280205505,105.264,59,159,3901.908,2467.975,5529.025,2021-02-06
"North East",16,0.0188503975178834,0,0.0454545454545455,NA,NA,10.8536675495557,191.552894936995,80.1733333333333,320.325355988061,NA,NA,NA,103.318,42,176,2021-04-24
"North East",8,0.0109477242158309,0.006386764249107,0.0163200859380878,22.0266428919802,7.69559214448971,41.2355722316556,2000.21935710802,884.160671979658,3336.42814649115,20.378,7,38,1851.394,819.725,3101.05,2021-02-27
"North East",7,0.0258080548453361,0.019692409324299,0.0315662383303658,73.0555115457059,31.2622729818213,123.114895428547,2749.99048845429,1295.44891070473,4533.88031630579,67.17,28.975,114,2528.158,1176,4176.075,2021-02-20
"North East",12,0.00483792440587008,0,0.0113636363636364,NA,NA,7.834637709765,715.454150690012,308.9892578125,1182.69202377747,NA,NA,7,628.407,270.9,1043,2021-03-27
