"date","area","neg_me","neg_li","neg_ui","pos_me","pos_li","pos_ui","unc_me","unc_li","unc_ui","population","release","samplesize","fraction","Region_name","fraction.lo","fraction.hi"
2021-04-01,"YORKSHIRE AND HUMBER",0.00332920238671972,0.00238413303657201,0.00451244227573472,7.54749151324633e-05,1.25002122028621e-05,0.000212366321046124,0.000437683580001358,0.000222580397830256,0.000754228808515385,5502967,"2021-05-14",6870,0.0221680084310499,"Yorkshire and Humber",0,0.0833333333333333
2021-04-01,"EAST MIDLANDS",0.00257095283929634,0.00167605166945111,0.00364868507236166,8.06506958640711e-05,1.11573492953518e-05,0.000248619928384668,0.000808824522923499,0.00038776921027116,0.00140732675169385,4835928,"2021-05-14",5204,0.0304158200102837,"East Midlands",0,0.111111111111111
2021-04-01,"WEST MIDLANDS",0.00233872885312616,0.00153189399949153,0.00334880729596875,2.51653464337618e-05,5.67092393369389e-07,0.000105661843182906,0.000749171009640734,0.000384442682606096,0.0012547729284418,5934037,"2021-05-14",6218,0.0106457160555014,"West Midlands",0,0.0666666666666667
2021-04-01,"EAST OF ENGLAND",0.000727406898870829,0.000406761393869355,0.001161518419196,2.20645101741089e-05,4.79070119572375e-07,8.37911757364441e-05,0.000478037229633255,0.00025673533461034,0.000788240522009416,6236072,"2021-05-14",8146,0.0294400959233735,"East of England",0,0.2
2021-04-01,"LONDON",0.00159031341990998,0.00114836216054223,0.00213895890599463,0.000108226186612611,3.8741759680408e-05,0.000225129266635523,0.000651793404593888,0.000412323156641959,0.000960287387076207,8961989,"2021-05-14",14643,0.0637171992910909,"London",0,0.2
2021-04-01,"SOUTH EAST",0.00110597343160175,0.000705892329462678,0.00162733268771318,2.17354695101166e-05,1.40155821661911e-06,7.50151652828219e-05,0.000776743395811055,0.000463105186102863,0.00118596958072855,9180135,"2021-05-14",10509,0.0192740072271191,"South East",0,0.125
2021-04-01,"SOUTH WEST",0.00037766635734243,0.000145415548694737,0.000732473837344918,2.40197301365562e-05,6.42668238084021e-07,9.48527520570683e-05,0.000428262303187938,0.00019526465975214,0.000770412317428488,5624696,"2021-05-14",6406,0.0597972667843836,"South West",0,0.333333333333333
2021-04-02,"NORTH EAST",0.00239469902588005,0.00134672251552732,0.00382754359556612,2.13377756637444e-05,8.4559527618448e-07,9.16187394739834e-05,0.000593924034367594,0.000254294045881564,0.00114990035260362,2669941,"2021-05-14",3144,0.00883172625934755,"North East",0,0.0588235294117647
2021-04-02,"NORTH WEST",0.00308088519364966,0.00228559250456669,0.00402999394084488,6.28236074505549e-05,1.30663864734464e-05,0.000173242507900593,0.00141020639926127,0.000909015458755618,0.00207229179431264,7341196,"2021-05-14",9736,0.0199839143589153,"North West",0,0.0789473684210526
2021-04-02,"YORKSHIRE AND HUMBER",0.00311634920088535,0.00220835547542884,0.00422017512308191,7.14554061656749e-05,1.19174919530176e-05,0.000200431289972915,0.000422751809238676,0.000213740712102563,0.000731747914302026,5502967,"2021-05-14",6870,0.0224152402589621,"Yorkshire and Humber",0,0.0833333333333333
2021-04-02,"EAST MIDLANDS",0.00245176541269983,0.00158783006910102,0.00349445586183406,8.11890304104305e-05,1.19134317455125e-05,0.000243939794698365,0.000823482060223045,0.00040391356404854,0.00143320359835117,4835928,"2021-05-14",5204,0.0320530954006172,"East Midlands",0,0.117647058823529
2021-04-02,"WEST MIDLANDS",0.0022502052492253,0.00147485482745163,0.00322453817708557,2.4746734651026e-05,6.0164530733688e-07,0.000101102399469335,0.000748924988125722,0.000390932390520509,0.00124662378681929,5934037,"2021-05-14",6218,0.0108779151500418,"West Midlands",0,0.0666666666666667
2021-04-02,"EAST OF ENGLAND",0.000688748671844925,0.000379634237252717,0.00110603135995923,2.17604062871058e-05,4.94947823920676e-07,8.10363580443196e-05,0.000451688131710234,0.000240686559442653,0.000743598150421632,6236072,"2021-05-14",8146,0.0306265000080156,"East of England",0,0.2
2021-04-02,"LONDON",0.00153618277845316,0.00110129630076487,0.00207773401030461,9.83383666056755e-05,3.4485707174054e-05,0.000207318627610501,0.000644642894328569,0.000406494800191602,0.000955488628270134,8961989,"2021-05-14",14643,0.0601634104905604,"London",0,0.2
2021-04-02,"SOUTH EAST",0.00109091264378545,0.000695416634166459,0.00160753394132571,2.25862886652936e-05,1.64473010808634e-06,7.59223588003089e-05,0.000745996983262416,0.000439103073075054,0.00114564615690816,9180135,"2021-05-14",10509,0.0202840685402208,"South East",0,0.125
2021-04-02,"SOUTH WEST",0.000385398045205281,0.000151205923343377,0.000742097443531277,2.36298101887692e-05,6.88320518139472e-07,9.23085608438656e-05,0.000402152486739816,0.000178883526539942,0.000727664941897277,5624696,"2021-05-14",6406,0.057770662504158,"South West",0,0.333333333333333
2021-04-03,"NORTH EAST",0.00220437084351817,0.00121265590785867,0.0035906362039106,2.10412954935044e-05,8.94434389880689e-07,8.86472225602001e-05,0.000561751278052694,0.00024090955030453,0.00107769336094284,2669941,"2021-05-14",3144,0.00945501065831744,"North East",0,0.0666666666666667
2021-04-03,"NORTH WEST",0.00301481089804328,0.00223175682252949,0.00393808962260108,6.09362976186476e-05,1.27496476527845e-05,0.000166189190062223,0.00138150649731461,0.000882973169338019,0.00203560797936985,7341196,"2021-05-14",9736,0.0198118680574895,"North West",0,0.0833333333333333
2021-04-03,"YORKSHIRE AND HUMBER",0.00290027719303143,0.00204368556163423,0.0039494387143796,6.7409231509618e-05,1.1231212890363e-05,0.000189574583924645,0.000408319957321215,0.000206676023047018,0.000709780791398025,5502967,"2021-05-14",6870,0.0227144050504065,"Yorkshire and Humber",0,0.0909090909090909
2021-04-03,"EAST MIDLANDS",0.00233409553253917,0.00149555748210431,0.00335066626964152,8.18192625999754e-05,1.28550972631568e-05,0.000244499732432347,0.000829627400990761,0.00040961323442393,0.0014386318720112,4835928,"2021-05-14",5204,0.0338667832013765,"East Midlands",0,0.125
2021-04-03,"WEST MIDLANDS",0.00215658155673046,0.00140685509565381,0.00310403513233784,2.43703801644294e-05,6.19516940356183e-07,9.72128531468321e-05,0.000746417142259505,0.000390979906374213,0.00123632517050081,5934037,"2021-05-14",6218,0.0111741940535959,"West Midlands",0,0.0714285714285714
2021-04-03,"EAST OF ENGLAND",0.000651218362833646,0.000352757222766575,0.00105776545503604,2.14987570769901e-05,5.14712364686691e-07,7.89957120961914e-05,0.000427158909726013,0.000224986785442914,0.000709428437814291,6236072,"2021-05-14",8146,0.0319580941835492,"East of England",0,0.2
2021-04-03,"LONDON",0.00147845507067791,0.00105701050208536,0.00200691163718251,8.922641662895e-05,3.0081152423157e-05,0.000191477005307807,0.000635694750377948,0.000397121724261873,0.000947154278531606,8961989,"2021-05-14",14643,0.0569161639984875,"London",0,0.2
2021-04-03,"SOUTH EAST",0.00107088820400428,0.000680982400047312,0.00157593436320176,2.35378766760036e-05,1.9113708443248e-06,7.79884161619139e-05,0.000714099038174219,0.000419710237002829,0.00109866320552806,9180135,"2021-05-14",10509,0.0215070502170167,"South East",0,0.125271739130431
2021-04-03,"SOUTH WEST",0.000393088102481092,0.00015483475225411,0.000758578003117209,2.32903008424992e-05,7.15392376196159e-07,9.04387102553051e-05,0.00037749694006256,0.000163534054333926,0.000691310200751959,5624696,"2021-05-14",6406,0.0559354199367516,"South West",0,0.333333333333333
2021-04-04,"NORTH EAST",0.00201812089498186,0.00108967053158473,0.00334315509733887,2.09066427186474e-05,9.95005138790341e-07,8.66471384189116e-05,0.000532422258284497,0.000227906350034264,0.00102869783054504,2669941,"2021-05-14",3144,0.0102532419656405,"North East",0,0.0714285714285714
2021-04-04,"NORTH WEST",0.0029316646528973,0.00217053881552682,0.0038359999940128,5.92802540619006e-05,1.29214097646543e-05,0.000161026533887891,0.00133382115842333,0.000844119397531749,0.00198277157408941,7341196,"2021-05-14",9736,0.0198199083921505,"North West",0,0.08
2021-04-04,"YORKSHIRE AND HUMBER",0.0026905508054112,0.00186710200339819,0.00369065002091605,6.33952324791227e-05,1.05113742952973e-05,0.000177380806517998,0.000394281000809808,0.000197896640390104,0.000690999927679822,5502967,"2021-05-14",6870,0.0230197802015347,"Yorkshire and Humber",0,0.0909090909090909
2021-04-04,"EAST MIDLANDS",0.00221801442018126,0.00141139699533797,0.0032010741983576,8.25225154006815e-05,1.36669838225907e-05,0.00024572552789106,0.000827262395384256,0.000410722546988002,0.00142783940116173,4835928,"2021-05-14",5204,0.0358709804325774,"East Midlands",0,0.125
2021-04-04,"WEST MIDLANDS",0.00205952569686639,0.00133362470874596,0.00298906803831182,2.40380846730292e-05,6.55270075243459e-07,9.42348638330338e-05,0.000741404266258709,0.000388299861254774,0.00123524639253583,5934037,"2021-05-14",6218,0.0115370044757012,"West Midlands",0,0.0714285714285714
2021-04-04,"EAST OF ENGLAND",0.000615271608846694,0.000326893912014506,0.00102086934582387,2.12803284752035e-05,5.31402546328096e-07,7.76468027702168e-05,0.0004045168734017,0.000209406381536358,0.000674472397445114,6236072,"2021-05-14",8146,0.0334306240033361,"East of England",0,0.2
2021-04-04,"LONDON",0.0014182571337562,0.00100397734557752,0.0019292895261478,8.09015981161924e-05,2.66433745431206e-05,0.000176700821412085,0.000624898961083196,0.000386850282476356,0.000930049408485219,8961989,"2021-05-14",14643,0.0539646645790132,"London",0,0.2
2021-04-04,"SOUTH EAST",0.00104665712764327,0.000655112895763279,0.0015403647901105,2.45916302121072e-05,2.15309093488784e-06,7.91311846817435e-05,0.000681822447711684,0.000397602016794694,0.00104957237674463,9180135,"2021-05-14",10509,0.022956040818511,"South East",0,0.142857142857143
2021-04-04,"SOUTH WEST",0.000400324374438247,0.000157895117408634,0.000766484379862337,2.30025339770329e-05,7.40416475804502e-07,8.92610278601846e-05,0.00035433813686723,0.000150477137228662,0.000653856093761791,5624696,"2021-05-14",6406,0.0543375191129301,"South West",0,0.333333333333333
2021-04-05,"NORTH EAST",0.00183784387567806,0.000967218519478526,0.00309324521357461,2.09242024754904e-05,1.08691178389734e-06,8.4105039281358e-05,0.000505620071978217,0.000215369202032504,0.000978671731416329,2669941,"2021-05-14",3144,0.0112570270177417,"North East",0,0.0769230769230769
2021-04-05,"NORTH WEST",0.00283310916509381,0.00208930357354897,0.00371851808824413,5.78407396409578e-05,1.27354120262589e-05,0.000157431512483176,0.00126924987974426,0.000792784590205039,0.00189049335254228,7341196,"2021-05-14",9736,0.0200075205544817,"North West",0,0.0833333333333333
2021-04-05,"YORKSHIRE AND HUMBER",0.00249465507874927,0.00171404804881431,0.00344911578371138,5.94661188965995e-05,9.60738192017567e-06,0.000166971618415716,0.000380535902176077,0.000189130835201577,0.000674221321851943,5502967,"2021-05-14",6870,0.0232824186069985,"Yorkshire and Humber",0,0.0952380952380952
2021-04-05,"EAST MIDLANDS",0.00210352517462435,0.00130826353306373,0.00306732536481126,8.32693508316571e-05,1.46470266279738e-05,0.00024776473398758,0.000816789796451442,0.000406848034860149,0.00141100327266604,4835928,"2021-05-14",5204,0.0380782692943193,"East Midlands",0,0.133333333333333
2021-04-05,"WEST MIDLANDS",0.00196054366002195,0.00124769990958829,0.00288074516990416,2.37495692496082e-05,6.67608292120758e-07,9.11101307281498e-05,0.000733620767721061,0.000382566073611164,0.00123495862599319,5934037,"2021-05-14",6218,0.0119687800670099,"West Midlands",0,0.0769230769230769
2021-04-05,"EAST OF ENGLAND",0.000581258634056027,0.000302030024889659,0.000974271064004183,2.1104386485093e-05,5.89209589550734e-07,7.66038016550534e-05,0.000383772089140179,0.000196288765446344,0.000643321799563057,6236072,"2021-05-14",8146,0.035035992857155,"East of England",0,0.25
2021-04-05,"LONDON",0.00135673386659063,0.000952460022297142,0.00185259527731697,7.33542987307219e-05,2.2916391678918e-05,0.000164205043570073,0.000612234214837405,0.000377484838424285,0.000918660476622578,8961989,"2021-05-14",14643,0.0512935499429426,"London",0,0.2
2021-04-05,"SOUTH EAST",0.00101906145079589,0.000629899650254362,0.00151705394891112,2.57451689151294e-05,2.42588305817719e-06,8.19478761319341e-05,0.000649812649322333,0.000374328346576577,0.00101157612168872,9180135,"2021-05-14",10509,0.0246410851821079,"South East",0,0.142857142857143
2021-04-05,"SOUTH WEST",0.000406633905062993,0.000160119127049383,0.000789039656810976,2.27662499781017e-05,7.75457207483142e-07,8.67512208171041e-05,0.000332693589402363,0.000137203194097562,0.000622006224011737,5624696,"2021-05-14",6406,0.0530187278947836,"South West",0,0.333333333333333
2021-04-06,"NORTH EAST",0.00166522138569213,0.000856676399474985,0.00285335340916731,2.10848983803262e-05,1.17819403632766e-06,8.34242933068541e-05,0.000481002638730883,0.000202967537630156,0.000934219960447178,2669941,"2021-05-14",3144,0.0125035994821806,"North East",0,0.0833333333333333
2021-04-06,"NORTH WEST",0.00272126190352232,0.00200267016108106,0.0035826067567335,5.65997740218807e-05,1.24896307380843e-05,0.000154190112684111,0.0011908176966077,0.000736459706515259,0.00179166179265769,7341196,"2021-05-14",9736,0.0203753032339315,"North West",0,0.0869565217391304
2021-04-06,"YORKSHIRE AND HUMBER",0.00231776004463717,0.00156424229112894,0.00323371147511053,5.56637477781376e-05,8.79574829226839e-06,0.000160852272610674,0.000367003674471818,0.00018112418562391,0.000653104133242921,5502967,"2021-05-14",6870,0.0234529324076134,"Yorkshire and Humber",0,0.1
2021-04-06,"EAST MIDLANDS",0.00199059022830432,0.00121963348084883,0.00293471126744076,8.40187772548801e-05,1.54804529821784e-05,0.000248234754018627,0.000798934371516994,0.000397258367806206,0.00137855562964071,4835928,"2021-05-14",5204,0.0404986081858028,"East Midlands",0,0.142857142857143
2021-04-06,"WEST MIDLANDS",0.00186088812637329,0.00117025595364605,0.00274105969080178,2.35018071837917e-05,6.95892116251943e-07,8.86325025066279e-05,0.000722782360106458,0.00037347274702034,0.00123634966645785,5934037,"2021-05-14",6218,0.0124718386387409,"West Midlands",0,0.0833333333333333
2021-04-06,"EAST OF ENGLAND",0.000549413132403063,0.00028272009591131,0.000936788236773049,2.09680935666128e-05,5.93474769482896e-07,7.5227073957912e-05,0.000364880573869888,0.000182483878063805,0.000619471615695819,6236072,"2021-05-14",8146,0.036761542301758,"East of England",0,0.25
2021-04-06,"LONDON",0.00129498958011642,0.000899759551922892,0.00179025335255363,6.65557237447749e-05,1.98773332351016e-05,0.000153490632632716,0.000597715262096405,0.000367064780496659,0.000903742807535226,8961989,"2021-05-14",14643,0.0488824892980278,"London",0,0.2
2021-04-06,"SOUTH EAST",0.000988961479928003,0.000611333407204451,0.00147321915998925,2.6991303298146e-05,2.72086408537488e-06,8.42679924768894e-05,0.000618547483171531,0.000352702902816347,0.000975178076721681,9180135,"2021-05-14",10509,0.0265674780794786,"South East",0,0.166666666666667
2021-04-06,"SOUTH WEST",0.000411513217559132,0.000161452376928224,0.00080558784204488,2.25790290774243e-05,8.19057347203162e-07,8.51835461969918e-05,0.000312558213053687,0.000126424722156532,0.000587389475814607,5624696,"2021-05-14",6406,0.0520143569768215,"South West",0,0.333333333333333
2021-04-07,"NORTH EAST",0.00150169932590383,0.000750088908734485,0.00259920870261079,2.13804243876883e-05,1.23095825910871e-06,8.3288549259131e-05,0.000458223686994508,0.00018804898382957,0.00089844740030197,2669941,"2021-05-14",3144,0.0140376263183829,"North East",0,0.0909090909090909
2021-04-07,"NORTH WEST",0.00259861511393225,0.00188633360494677,0.00344396144148997,5.55376010034284e-05,1.22032108446297e-05,0.000152305462461178,0.00110218840531965,0.000673538758800303,0.00165981373300668,7341196,"2021-05-14",9736,0.0209247948284597,"North West",0,0.0869565217391304
2021-04-07,"YORKSHIRE AND HUMBER",0.00216289613436829,0.00143246726930636,0.00304858897120931,5.20185276658974e-05,8.23932787028038e-06,0.000151626697778261,0.00035363853885654,0.000173171267657105,0.000628482371410681,5502967,"2021-05-14",6870,0.0234855674385772,"Yorkshire and Humber",0,0.1
2021-04-07,"EAST MIDLANDS",0.00187920579711026,0.00114391666723153,0.00281103862993781,8.47208084267508e-05,1.61100367419972e-05,0.000248990730921435,0.000774664662121531,0.000382699413961524,0.00135379493879349,4835928,"2021-05-14",5204,0.0431384799146223,"East Midlands",0,0.15
2021-04-07,"WEST MIDLANDS",0.0017615502445498,0.001093453768179,0.00263155765401516,2.32894858272156e-05,7.19709914347057e-07,8.65487762351024e-05,0.000708618675985109,0.000361406158002042,0.00123350757104354,5934037,"2021-05-14",6218,0.0130485025802827,"West Midlands",0,0.0833333333333333
2021-04-07,"EAST OF ENGLAND",0.000519864137504597,0.000260028656917834,0.000901990781090062,2.08667680672002e-05,6.13302217957917e-07,7.54945859317423e-05,0.000347759277867883,0.000171088656377078,0.000600672179050374,6236072,"2021-05-14",8146,0.0385899305036663,"East of England",0,0.25
2021-04-07,"LONDON",0.00123406164400716,0.000843740260817846,0.00171081371518309,6.04629819035731e-05,1.72515592622808e-05,0.000143169795669221,0.000581411476656696,0.000355511649772363,0.000889325598057821,8961989,"2021-05-14",14643,0.0467067066113445,"London",0,0.2
