"date","area","neg_me","neg_li","neg_ui","pos_me","pos_li","pos_ui","unc_me","unc_li","unc_ui","population","release","samplesize","fraction","Region_name","fraction.lo","fraction.hi"
2021-04-16,"EAST MIDLANDS",0.00100735558076234,0.000544255427846763,0.00164634214720014,8.26852135052031e-05,1.5934609787961e-05,0.00024138434890759,0.000450552242631986,0.000206110003287667,0.000828171129993799,4835928,"2021-05-14",5329,0.0758551550914787,"East Midlands",0,0.25
2021-04-16,"WEST MIDLANDS",0.000967522128737592,0.000524470358681443,0.0015831259921143,2.23387096738676e-05,8.41799653348475e-07,8.02679363116453e-05,0.000443966292821625,0.000214256668181814,0.000802102023528731,5934037,"2021-05-14",6114,0.0225675254611719,"West Midlands",0,0.142857142857143
2021-04-16,"EAST OF ENGLAND",0.000350072828401299,0.000155620662083541,0.000642485365222755,2.08502728155911e-05,7.47129474914986e-07,7.44389503338567e-05,0.000256296024395522,0.000121257573915775,0.000460069592981755,6236072,"2021-05-14",7969,0.0562118475424892,"East of England",0,0.333333333333333
2021-04-16,"LONDON",0.000842721085837628,0.000544681831380181,0.00119206467466442,2.87467954277932e-05,6.03640908095115e-06,7.85098327249263e-05,0.000398229264858381,0.000229344941109207,0.000628111591261577,8961989,"2021-05-14",14342,0.0329866378850948,"London",0,0.2
2021-04-16,"SOUTH EAST",0.000702754321518626,0.00040881643400428,0.00108165174390751,4.08696860405722e-05,6.70081632240153e-06,0.000117126427363114,0.000359913049870082,0.000193256406649717,0.000607317825310919,9180135,"2021-05-14",10317,0.0549601487110657,"South East",0,0.25
2021-04-16,"SOUTH WEST",0.000343923434670945,0.000125458809504809,0.000678911494366898,2.2524107903069e-05,7.92276834215403e-07,7.98348628478133e-05,0.000192587001321461,6.81130617098612e-05,0.000369187434959765,5624696,"2021-05-14",6253,0.0614661180283932,"South West",0,0.333333333333333
2021-04-17,"NORTH EAST",0.000487282235709047,0.000176806368752868,0.000992007620677632,3.19171542325263e-05,2.74894131377246e-06,0.000110893096696128,0.000285031169188004,0.000114667211215162,0.000588912064133161,2669941,"2021-05-14",3106,0.0614737899366908,"North East",0,0.333333333333333
2021-04-17,"NORTH WEST",0.00136111673746625,0.00089030465837762,0.00193823419413558,5.22433480150565e-05,1.12200565106182e-05,0.000147549672306892,0.000327065104143571,0.00016722151805473,0.000550607959771301,7341196,"2021-05-14",9374,0.0369639333611615,"North West",0,0.166666666666667
2021-04-17,"YORKSHIRE AND HUMBER",0.00169141805348854,0.00105516401766709,0.00250415885577413,2.62200348995061e-05,2.57123203106572e-06,8.38323055739923e-05,0.000250925530853728,0.000113682875447372,0.000461242561593903,5502967,"2021-05-14",6504,0.0152651685339098,"Yorkshire and Humber",0,0.0909090909090909
2021-04-17,"EAST MIDLANDS",0.000933841839702809,0.000491250572807591,0.00155206873814376,8.13576453745338e-05,1.54839927665414e-05,0.000241852679512824,0.000417025561568202,0.000188691726981937,0.000769271552267218,4835928,"2021-05-14",5329,0.0801395652484355,"East Midlands",0,0.285714285714286
2021-04-17,"WEST MIDLANDS",0.000894746316690793,0.000473063206719503,0.00147871339273671,2.23265293473157e-05,8.55399158500383e-07,8.04410611253555e-05,0.000407403397506763,0.000196531701140652,0.000737310578799604,5934037,"2021-05-14",6114,0.0243454262589604,"West Midlands",0,0.166666666666667
2021-04-17,"EAST OF ENGLAND",0.000339194687696285,0.00014838020234401,0.000625706767306363,2.09112025730562e-05,7.48211678143144e-07,7.40284546781131e-05,0.000251091753947757,0.000119004134014147,0.000451547508368539,6236072,"2021-05-14",7969,0.0580695932449638,"East of England",0,0.333333333333333
2021-04-17,"LONDON",0.000821916484155299,0.000524226856793597,0.00116958960269347,2.69052820209058e-05,5.32490381255992e-06,7.43580623636091e-05,0.000379513890068303,0.000215816605012995,0.000602827933015259,8961989,"2021-05-14",14342,0.0316972102896341,"London",0,0.2
2021-04-17,"SOUTH EAST",0.000683598508829094,0.000394654720005219,0.00105466160931532,4.19827716440809e-05,6.92735412007375e-06,0.000118277492571046,0.000336455904101481,0.000178274612692256,0.000567303326410477,9180135,"2021-05-14",10317,0.0578608803368006,"South East",0,0.25
2021-04-17,"SOUTH WEST",0.000330941987472786,0.000119666618950903,0.000656851077507065,2.26456310880951e-05,7.90997073500251e-07,8.0414029912655e-05,0.000188338783985594,6.71976100280112e-05,0.0003623020226422,5624696,"2021-05-14",6253,0.0640453169154054,"South West",0,0.333333333333333
2021-04-18,"NORTH EAST",0.000440429676764052,0.000153366125761737,0.000911041372358615,3.40004776644147e-05,3.01407237374772e-06,0.000118140636057442,0.00027138981450337,0.000109728098947337,0.000562130261803364,2669941,"2021-05-14",3106,0.0716659287927728,"North East",0,0.333333333333333
2021-04-18,"NORTH WEST",0.00127386410928681,0.000820217137665173,0.00182617558036258,5.25474266155576e-05,1.12139747600767e-05,0.000146547709020268,0.000286906315812478,0.000144312311802473,0.000489038004380496,7341196,"2021-05-14",9374,0.0396162316093016,"North West",0,0.166666666666667
2021-04-18,"YORKSHIRE AND HUMBER",0.00170067863767873,0.00106332017162944,0.00252791077520395,2.46212042914375e-05,2.2870555550288e-06,8.0076091153131e-05,0.000246537325140372,0.00011165758586823,0.000453649143610549,5502967,"2021-05-14",6504,0.0142706813578107,"Yorkshire and Humber",0,0.0909090909090909
2021-04-18,"EAST MIDLANDS",0.000866113040179845,0.000449405041411265,0.00145422695991276,7.98584180929131e-05,1.47969340359012e-05,0.000240080620382763,0.000385126031313556,0.00017209738077021,0.000715529772778847,4835928,"2021-05-14",5329,0.084419479461596,"East Midlands",0,0.333333333333333
2021-04-18,"WEST MIDLANDS",0.000825517877423149,0.000430086188021341,0.0013766384754157,2.23307436817112e-05,8.57588381974304e-07,8.08361383334897e-05,0.000371675699097472,0.000177949204245916,0.000676308770464889,5934037,"2021-05-14",6114,0.0263381258468183,"West Midlands",0,0.166666666666667
2021-04-18,"EAST OF ENGLAND",0.000329204210022097,0.000142876700936795,0.000607229812896935,2.09791987735273e-05,7.24079559009253e-07,7.47531187666774e-05,0.000246452305603191,0.000116414516218794,0.000442911818152096,6236072,"2021-05-14",7969,0.0599091740116428,"East of England",0,0.333333333333333
2021-04-18,"LONDON",0.000804979609134816,0.000508374757524246,0.00115735016013409,2.52613082117468e-05,4.91835343690832e-06,7.14154081454729e-05,0.000361847891164083,0.000205300728243775,0.000580817730244493,8961989,"2021-05-14",14342,0.0304264794518699,"London",0,0.2
2021-04-18,"SOUTH EAST",0.000666052297388449,0.000383570226020839,0.00104038204149937,4.29631333289896e-05,7.09483157153931e-06,0.000122481332968053,0.000313069094170679,0.000165072412320088,0.0005284772084689,9180135,"2021-05-14",10317,0.0605954841991465,"South East",0,0.3
2021-04-18,"SOUTH WEST",0.000318391641129795,0.000114491091957284,0.000639047193825866,2.27795501989024e-05,7.76608418759027e-07,8.08655545755583e-05,0.000185281243313001,6.63833930991773e-05,0.000357529365871345,5624696,"2021-05-14",6253,0.0667686802926913,"South West",0,0.333333333333333
2021-04-19,"NORTH EAST",0.000400251164438943,0.000136204757079773,0.000840827767747222,3.63612884901932e-05,3.22132214161885e-06,0.000125088750527073,0.000258475601081989,0.000105058029778596,0.000537063525743098,2669941,"2021-05-14",3106,0.0832804658828519,"North East",0,0.5
2021-04-19,"NORTH WEST",0.00119499085750065,0.000760544911756433,0.00172896663691658,5.29536549452143e-05,1.12719253310598e-05,0.000147024451752986,0.000252433064045144,0.000124747388985093,0.0004332789434925,7341196,"2021-05-14",9374,0.0424326998653407,"North West",0,0.181818181818182
2021-04-19,"YORKSHIRE AND HUMBER",0.001707076457248,0.0010683336727427,0.00254953135780926,2.31634322696101e-05,2.05776738657882e-06,7.60671025009864e-05,0.000243438234716506,0.000110157901448882,0.000445127672461246,5502967,"2021-05-14",6504,0.0133874108497568,"Yorkshire and Humber",0,0.0833333333333333
2021-04-19,"EAST MIDLANDS",0.000804314963665689,0.000407783241521724,0.00136598783246991,7.82221747722098e-05,1.41545819180086e-05,0.000237742207650792,0.000354904135097888,0.000156858316818425,0.000660518360356969,4835928,"2021-05-14",5329,0.0886332952635444,"East Midlands",0,0.333333333333333
2021-04-19,"WEST MIDLANDS",0.000760093957863418,0.00038979804942187,0.0012761120468608,2.23513657394364e-05,8.37669636207552e-07,8.08946956635016e-05,0.00033738121516107,0.000158640632807749,0.000610462103279737,5934037,"2021-05-14",6114,0.0285660416967119,"West Midlands",0,0.181818181818182
2021-04-19,"EAST OF ENGLAND",0.000319970875222124,0.000138902095861893,0.000590552011244271,2.10548474300177e-05,7.01098038928649e-07,7.57062251489041e-05,0.000242311143542866,0.000114691428848721,0.000435333738508752,6236072,"2021-05-14",7969,0.0617397634004705,"East of England",0,0.333333333333333
2021-04-19,"LONDON",0.000791434214054247,0.000498986329634096,0.0011388796654333,2.37948081899249e-05,4.50501611953978e-06,6.74436089901318e-05,0.000345308230597515,0.00019551475554391,0.000557744799619288,8961989,"2021-05-14",14342,0.0291878816144478,"London",0,0.2
2021-04-19,"SOUTH EAST",0.000649882391678266,0.00037365411461213,0.00101595340237574,4.37929927528778e-05,7.19835965467506e-06,0.000126636771009205,0.000289940361542321,0.000153290899772063,0.000490945572231955,9180135,"2021-05-14",10317,0.0631318246773175,"South East",0,0.333333333333333
2021-04-19,"SOUTH WEST",0.000306547158306019,0.000110675784751863,0.000616099072503977,2.2923238426682e-05,8.02369267710189e-07,8.17603514136348e-05,0.000183354399143654,6.58125275285321e-05,0.000353038888373812,5624696,"2021-05-14",6253,0.0695760185255114,"South West",0,0.4
2021-04-20,"NORTH EAST",0.000366008138217017,0.000120238123294539,0.000773288219067771,3.90338953332228e-05,3.57900166642707e-06,0.000134213640132806,0.000246417349708247,0.00010138124677839,0.000512119524233774,2669941,"2021-05-14",3106,0.0963699865692611,"North East",0,0.5
2021-04-20,"NORTH WEST",0.0011241638843039,0.000711821861224371,0.00163118691216849,5.34666800336198e-05,1.14509928387708e-05,0.000147724479319964,0.000222917805206408,0.000108206408696066,0.00038487423943515,7341196,"2021-05-14",9374,0.0454019126649432,"North West",0,0.2
2021-04-20,"YORKSHIRE AND HUMBER",0.00170743454685152,0.00107434726841487,0.00254474975380574,2.18431878629586e-05,1.83741889731954e-06,7.31203621372358e-05,0.00024162862854363,0.000110130959300028,0.00043873823713629,5502967,"2021-05-14",6504,0.0126313936879348,"Yorkshire and Humber",0,0.0833333333333333
2021-04-20,"EAST MIDLANDS",0.000748586172201395,0.000376542251865053,0.00127660191605638,7.64923035982387e-05,1.36618928019236e-05,0.000234368705295913,0.000326413984400814,0.000143108831512926,0.000609722799663904,4835928,"2021-05-14",5329,0.0927091250612317,"East Midlands",0,0.333333333333333
2021-04-20,"WEST MIDLANDS",0.000698798491812756,0.000351610786104889,0.00118430725800404,2.23905305268242e-05,8.01282841591172e-07,8.19523346241349e-05,0.000305045574600403,0.000140209177858232,0.000553936004656678,5934037,"2021-05-14",6114,0.0310466879462308,"West Midlands",0,0.2
2021-04-20,"EAST OF ENGLAND",0.000311425069249477,0.000134775299249465,0.000576298121790152,2.11411095446441e-05,6.93313726817615e-07,7.73911485338149e-05,0.000238651047545119,0.000113023553347754,0.000424975846784049,6236072,"2021-05-14",7969,0.0635696318287728,"East of England",0,0.333333333333333
2021-04-20,"LONDON",0.000780794480223465,0.000491728045382298,0.00113383938289376,2.24930171471824e-05,4.09939227135742e-06,6.48151687332127e-05,0.000329963601412473,0.000186095904109319,0.000532241880914578,8961989,"2021-05-14",14342,0.0280012040780013,"London",0,0.167156862745091
2021-04-20,"SOUTH EAST",0.000634896097808016,0.000366026086980801,0.000997018974140366,4.44612820977574e-05,7.20610266248371e-06,0.000127818782962665,0.000267354665280106,0.000139304160483149,0.000452253262774922,9180135,"2021-05-14",10317,0.0654460868650962,"South East",0,0.333333333333333
2021-04-20,"SOUTH WEST",0.000295635578675052,0.000105835840442192,0.000590408541672153,2.30761992333717e-05,7.75979996376475e-07,8.41974071160302e-05,0.000182519903178235,6.59376363568668e-05,0.000352842241132017,5624696,"2021-05-14",6253,0.0724046013762386,"South West",0,0.5
2021-04-21,"NORTH EAST",0.000337063042871887,0.000107261078523098,0.000720185044831313,4.20579930299402e-05,4.00691894735047e-06,0.000142517782346915,0.000235373323211938,9.75448802570684e-05,0.000480723038132857,2669941,"2021-05-14",3106,0.110935529942029,"North East",0,0.5
2021-04-21,"NORTH WEST",0.00106100427807612,0.000671679383160109,0.0015382663406922,5.40980820095471e-05,1.16125165997207e-05,0.000148331867551199,0.000197691548788985,9.4799235328988e-05,0.000345862417504667,7341196,"2021-05-14",9374,0.048514005481426,"North West",0,0.2
2021-04-21,"YORKSHIRE AND HUMBER",0.001699244860696,0.00107768436718052,0.00251782386778377,2.06599274711889e-05,1.61926705862689e-06,6.90232757893677e-05,0.000241114925429736,0.000111737183239297,0.000437535585743067,5502967,"2021-05-14",6504,0.0120122506858098,"Yorkshire and Humber",0,0.0770769230769208
2021-04-21,"EAST MIDLANDS",0.000699044691215879,0.000350217710383155,0.00119987767385623,7.47186470233596e-05,1.28321945616949e-05,0.000229267020259223,0.000299715913276005,0.000131494994874196,0.000562798293833084,4835928,"2021-05-14",5329,0.0965652458972636,"East Midlands",0,0.333333333333333
2021-04-21,"WEST MIDLANDS",0.00064197318578026,0.000320699330621585,0.00109499547987772,2.24527586717992e-05,7.5235788707668e-07,8.28706504765063e-05,0.000275090139892574,0.0001249801678343,0.00049587175281979,5934037,"2021-05-14",6114,0.0337927181490717,"West Midlands",0,0.2
2021-04-21,"EAST OF ENGLAND",0.000303558267103556,0.000129229941014588,0.000565734051329559,2.12432831927572e-05,6.66291577053658e-07,7.85246790783068e-05,0.000235507521859612,0.000112101376958023,0.000418522359955822,6236072,"2021-05-14",7969,0.0654038848440753,"East of England",0,0.4
2021-04-21,"LONDON",0.000772583135730554,0.000489029987639542,0.0011123835906157,2.1349407308449e-05,3.77055084564661e-06,6.22904769262071e-05,0.000315877668279288,0.000177343898555426,0.000511032306803471,8961989,"2021-05-14",14342,0.0268907068939737,"London",0,0.166666666666667
2021-04-21,"SOUTH EAST",0.000620957911738098,0.000359424579008972,0.000977799888788497,4.49650364289526e-05,7.06810430668408e-06,0.000128352627953703,0.000245652453339621,0.000128267818804319,0.000417152789141725,9180135,"2021-05-14",10317,0.0675228816677945,"South East",0,0.333333333333333
2021-04-21,"SOUTH WEST",0.000285841155134805,0.000102405057393162,0.000578470577661085,2.32406429057323e-05,7.69665820022592e-07,8.84274023222632e-05,0.00018276528298956,6.69451208573066e-05,0.0003508666801699,5624696,"2021-05-14",6253,0.0751925317280709,"South West",0,0.4
2021-04-22,"NORTH EAST",0.00031286658392639,9.63794754587513e-05,0.000673940486129114,4.54781868969571e-05,4.49608467625633e-06,0.000153930796783767,0.000225513266537258,9.33496727140072e-05,0.000459340311058717,2669941,"2021-05-14",3106,0.126911819565455,"North East",0,0.5
2021-04-22,"NORTH WEST",0.00100509917757133,0.000631325622821118,0.00146927947625009,5.48660867864868e-05,1.17005729097508e-05,0.000149071621635165,0.000176150594159347,8.37414674797753e-05,0.000312382858641914,7341196,"2021-05-14",9374,0.0517621554511294,"North West",0,0.222222222222222
2021-04-22,"YORKSHIRE AND HUMBER",0.00168087255950295,0.00107123432291308,0.00248031842810166,1.96147091251762e-05,1.48521734476213e-06,6.7919729539727e-05,0.000241910029602322,0.00011165812082648,0.000435974708561958,5502967,"2021-05-14",6504,0.0115347579996882,"Yorkshire and Humber",0,0.0833333333333333
2021-04-22,"EAST MIDLANDS",0.000655763902390786,0.000327240377819702,0.00113243203893798,7.29531827796405e-05,1.21086381046958e-05,0.000227816356114355,0.000274864907501086,0.000118216787084639,0.000518149028941988,4835928,"2021-05-14",5329,0.100111805067091,"East Midlands",0,0.333333333333333
2021-04-22,"WEST MIDLANDS",0.000589915949662754,0.000292527795155209,0.00101395824842991,2.25444808750536e-05,7.01509236534633e-07,8.40243396624328e-05,0.000247806869112326,0.000109941076807628,0.000449909893290158,5934037,"2021-05-14",6114,0.0368096937385115,"West Midlands",0,0.25
2021-04-22,"EAST OF ENGLAND",0.00029641256500432,0.000126013004821328,0.000548019310544005,2.13682663059685e-05,6.41502765678888e-07,7.96533953216161e-05,0.000232963005662299,0.000110564853252297,0.000409880336322374,6236072,"2021-05-14",7969,0.0672421499366777,"East of England",0,0.4
2021-04-22,"LONDON",0.000766334743392402,0.000486150845745968,0.00110275816810639,2.03619611122482e-05,3.42853008694858e-06,6.07851311239375e-05,0.000303104338164832,0.000171494050036681,0.000491295938453151,8961989,"2021-05-14",14342,0.0258828605683168,"London",0,0.166666666666667
2021-04-22,"SOUTH EAST",0.000607986452754242,0.000355375677847051,0.00094518514313841,4.53088760078085e-05,7.14120998613727e-06,0.000129811953757145,0.000225177927132874,0.000117370367438905,0.000380899982467919,9180135,"2021-05-14",10317,0.0693543547811151,"South East",0,0.333333333333333
2021-04-22,"SOUTH WEST",0.000277305977933446,9.81033190522309e-05,0.0005585252968572,2.34212679003943e-05,7.24054410182468e-07,8.96922916808832e-05,0.000184103487267833,6.83559071863948e-05,0.000351021713998184,5624696,"2021-05-14",6253,0.0778820949044809,"South West",0,0.5
2021-04-23,"NORTH EAST",0.000292940354946267,8.70227387893985e-05,0.000639871437711837,4.9342148875065e-05,4.996502967922e-06,0.000167888072650682,0.00021699862140577,8.97074125503771e-05,0.000437745234755509,2669941,"2021-05-14",3106,0.14415621109521,"North East",0,0.5
2021-04-23,"NORTH WEST",0.000955996020564253,0.000594383016569668,0.00140877354099453,5.5793819561902e-05,1.16901346599818e-05,0.000151070517366907,0.000157753652831928,7.3980048982911e-05,0.000283433567889484,7341196,"2021-05-14",9374,0.0551436843395713,"North West",0,0.25
2021-04-23,"YORKSHIRE AND HUMBER",0.0016516393128248,0.00105820842301564,0.00243563823922343,1.87086152644125e-05,1.27998289672187e-06,6.76485355115723e-05,0.000244028343353554,0.000114797265511337,0.000436536596159268,5502967,"2021-05-14",6504,0.0112004301318314,"Yorkshire and Humber",0,0.0769230769230769
2021-04-23,"EAST MIDLANDS",0.000618748928700662,0.000308731653517173,0.00106907672376845,7.12447031889535e-05,1.11298415859786e-05,0.000225040408386225,0.00025189316715956,0.000107190692194548,0.000473488899520421,4835928,"2021-05-14",5329,0.103254145975004,"East Midlands",0,0.4
2021-04-23,"WEST MIDLANDS",0.000542824707909294,0.000264228980307848,0.000941916359449771,2.26729211700104e-05,6.75472096805398e-07,8.53854067458954e-05,0.000223347230655423,9.81560987778345e-05,0.000409932212045515,5934037,"2021-05-14",6114,0.0400937510682839,"West Midlands",0,0.25
2021-04-23,"EAST OF ENGLAND",0.000290062464667061,0.000123719590644721,0.000543256908900609,2.15233171019939e-05,6.21653767894296e-07,8.08572575698969e-05,0.000231133525166607,0.000110491283424921,0.000405395077394788,6236072,"2021-05-14",7969,0.0690766984930873,"East of England",0,0.5
2021-04-23,"LONDON",0.000761586988203769,0.000485655972312553,0.00109555923549287,1.95312062174707e-05,3.19568917993858e-06,5.92782774817682e-05,0.000291678303000078,0.000166350700791756,0.000472578426344164,8961989,"2021-05-14",14342,0.0250041624391327,"London",0,0.166666666666667
2021-04-23,"SOUTH EAST",0.000595935552973143,0.000350055814764585,0.000926090236432212,4.55027254312239e-05,6.96885352433029e-06,0.000130413498656549,0.000206230291255469,0.000106211557867712,0.000349990006738165,9180135,"2021-05-14",10317,0.070938587488754,"South East",0,0.333333333333333
2021-04-23,"SOUTH WEST",0.000270127286946139,9.39975976710892e-05,0.000551382007264787,2.36242657840211e-05,6.92521274314865e-07,9.09163855183257e-05,0.000186568054916507,6.91649401172162e-05,0.00035744602160971,5624696,"2021-05-14",6253,0.0804226073511936,"South West",0,0.5
2021-04-24,"NORTH EAST",0.000276860119501026,7.81473532608823e-05,0.000616508091815897,5.36975221143804e-05,5.34484321694599e-06,0.000182659892963688,0.000209966059159874,8.57527134019824e-05,0.000429275127952548,2669941,"2021-05-14",3106,0.162445260233481,"North East",0,0.666666666666667
2021-04-24,"NORTH WEST",0.000913191753561174,0.000567347917605489,0.00134323406894925,5.69065997762899e-05,1.17371560733844e-05,0.000154063636694915,0.000142016073663385,6.57166356622822e-05,0.000259112489200586,7341196,"2021-05-14",9374,0.0586606497995921,"North West",0,0.25
2021-04-24,"YORKSHIRE AND HUMBER",0.0016117738240864,0.00103074716904211,0.00235888029789818,1.79414575214293e-05,1.11016841563657e-06,6.66031243087526e-05,0.000247477176660792,0.000119025608028352,0.00043760382027848,5502967,"2021-05-14",6504,0.0110089521304168,"Yorkshire and Humber",0,0.0769230769230769
2021-04-24,"EAST MIDLANDS",0.000587922794033046,0.000289298024826586,0.00102347469361329,6.96339015326638e-05,1.04107356854645e-05,0.000219000422395649,0.00023079523446504,9.67444405857915e-05,0.000433214214680875,4835928,"2021-05-14",5329,0.105897943100946,"East Midlands",0,0.4
2021-04-24,"WEST MIDLANDS",0.000500761156129162,0.000236556752725852,0.000869874885897823,2.28446790316953e-05,6.42371899869139e-07,8.62512661746486e-05,0.000201728132232639,8.42099466484513e-05,0.000374292098793437,5934037,"2021-05-14",6114,0.0436295348478635,"West Midlands",0,0.25
2021-04-24,"EAST OF ENGLAND",0.00028459381665414,0.000121141435877209,0.000533754157223539,2.17146894347607e-05,6.10703530471844e-07,8.21454446136522e-05,0.000230151563151818,0.000110135402223356,0.000401735321167341,6236072,"2021-05-14",7969,0.070891565213205,"East of England",0,0.432142857142805
2021-04-24,"LONDON",0.000757866970830519,0.000484980478807814,0.00109121139648724,1.88584809315032e-05,2.96784938588022e-06,5.85322426544346e-05,0.000281605215479388,0.000159121306156158,0.000462699143232659,8961989,"2021-05-14",14342,0.0242794682325939,"London",0,0.166666666666667
2021-04-24,"SOUTH EAST",0.000584767702333092,0.00034320426885456,0.000907909716917131,4.55586105978204e-05,6.83086942812196e-06,0.000130285224967651,0.000189028930756907,9.59130274981871e-05,0.000321852820119551,9180135,"2021-05-14",10317,0.0722778181129397,"South East",0,0.333333333333333
2021-04-24,"SOUTH WEST",0.000264354067834477,9.19621364259292e-05,0.000541695166189355,2.38559033601324e-05,6.63616594700162e-07,9.11859002265309e-05,0.000190205269500681,7.03840875312679e-05,0.000360070993999715,5624696,"2021-05-14",6253,0.0827726509990318,"South West",0,0.5
2021-04-25,"NORTH EAST",0.000264242920006061,6.92693362179042e-05,0.000607082573474933,5.8588284557387e-05,5.84248176640458e-06,0.000199536789326616,0.000204517958790635,8.11297693195586e-05,0.000422475448798056,2669941,"2021-05-14",3142,0.181482718303559,"North East",0,0.666666666666667
2021-04-25,"NORTH WEST",0.000876127972338569,0.000536646770794393,0.00129349803438943,5.82291105651638e-05,1.1922480245831e-05,0.000157517383180587,0.000128505148580163,5.65832006725841e-05,0.000242279988202023,7341196,"2021-05-14",10137,0.0623199755538891,"North West",0,0.25
2021-04-25,"YORKSHIRE AND HUMBER",0.00156225634900898,0.00099639335089771,0.0022841784192618,1.73110772607954e-05,1.01351305166046e-06,6.60922887486267e-05,0.000252247462178986,0.000121996534049022,0.000443076222154986,5502967,"2021-05-14",7242,0.010959378481029,"Yorkshire and Humber",0,0.0833333333333333
2021-04-25,"EAST MIDLANDS",0.000563126920248088,0.00027278970683116,0.00099187011368821,6.81501747947708e-05,9.62553584762181e-06,0.000215425858631218,0.000211521517396858,8.64296339883953e-05,0.000404688554350411,4835928,"2021-05-14",5400,0.107956039162397,"East Midlands",0,0.428571428571429
2021-04-25,"WEST MIDLANDS",0.000463641213138727,0.000214314567602583,0.000818184780178808,2.30644964522104e-05,6.27550685553904e-07,8.85296213279332e-05,0.00018285274646645,7.40958689302697e-05,0.000349953581493015,5934037,"2021-05-14",6416,0.0473889991378886,"West Midlands",0,0.333333333333333
2021-04-25,"EAST OF ENGLAND",0.000280085229309119,0.000117652798630855,0.000527025268788688,2.19465775988194e-05,5.87070012716919e-07,8.45875513303745e-05,0.000230149677042681,0.000110460211965437,0.000401388295082156,6236072,"2021-05-14",7924,0.0726631338053375,"East of England",0,0.5
2021-04-25,"LONDON",0.000754682172103481,0.000485963614078483,0.00108329907031323,1.83447771436133e-05,2.70062301547914e-06,5.87403012006071e-05,0.0002728554990668,0.00015315566708246,0.000451630248558082,8961989,"2021-05-14",13999,0.0237310965180199,"London",0,0.166666666666667
2021-04-25,"SOUTH EAST",0.000574429876340462,0.000335482402557147,0.000888700467485444,4.54877569768009e-05,6.53669205870559e-06,0.000131164992303085,0.000173697871154703,8.50931188328675e-05,0.000299945501664276,9180135,"2021-05-14",10977,0.0733770980725129,"South East",0,0.333333333333333
2021-04-25,"SOUTH WEST",0.000259985955516509,8.85642773905718e-05,0.000539416197063739,2.41212424695218e-05,6.1150440191224e-07,9.22055337721613e-05,0.000195065449136059,7.20945829088171e-05,0.000370705270570475,5624696,"2021-05-14",6328,0.0849019054797331,"South West",0,0.5
2021-04-26,"NORTH EAST",0.000254739295639703,6.33653121855359e-05,0.000591476476060021,6.40519021118107e-05,6.30238938244894e-06,0.0002176025068415,0.000200721108995415,7.75939517338842e-05,0.000422290118468768,2669941,"2021-05-14",3142,0.200921175250695,"North East",0,0.75
2021-04-26,"NORTH WEST",0.000844198994856761,0.0005152312011117,0.00125978774447905,5.97833790449255e-05,1.20014171390898e-05,0.000160906546782386,0.000116838092550288,4.89140734824671e-05,0.000224534429457111,7341196,"2021-05-14",10137,0.0661333459267507,"North West",0,0.25
2021-04-26,"YORKSHIRE AND HUMBER",0.0015046076229181,0.000955893506168511,0.00220791252334844,1.68133454217e-05,8.85836289984373e-07,6.63052711731729e-05,0.00025830722206305,0.000123600691449594,0.000450956557895461,5502967,"2021-05-14",7242,0.0110510803857574,"Yorkshire and Humber",0,0.0833333333333333
2021-04-26,"EAST MIDLANDS",0.000544135602810716,0.000262870473765896,0.000961497748430451,6.68109760899521e-05,8.80562459791628e-06,0.000217549802667261,0.000193982089585931,7.63133834497207e-05,0.000372641788750285,4835928,"2021-05-14",5400,0.109356494327493,"East Midlands",0,0.428571428571429
2021-04-26,"WEST MIDLANDS",0.000431250464775418,0.00019260112352326,0.000774426140987865,2.33346952049495e-05,5.93132051402438e-07,8.97567732169612e-05,0.000166540617639652,6.41448193407527e-05,0.000323490818961629,5934037,"2021-05-14",6416,0.0513318455137367,"West Midlands",0,0.333333333333333
2021-04-26,"EAST OF ENGLAND",0.000276596081814984,0.00011302598204385,0.000528651828952042,2.22207452159399e-05,5.44167024895172e-07,8.55122259684115e-05,0.000231248705582321,0.000110085164312384,0.000404610398427439,6236072,"2021-05-14",7924,0.074362429441232,"East of England",0,0.5
2021-04-26,"LONDON",0.000751525632127096,0.000481178693535798,0.00108083833407905,1.79902995704121e-05,2.51259738012076e-06,5.94502964211714e-05,0.000265364394827025,0.000147251705683543,0.000445735689980121,8961989,"2021-05-14",13999,0.0233787226870359,"London",0,0.166666666666667
2021-04-26,"SOUTH EAST",0.00056484052002981,0.000328645948395826,0.000877210960261444,4.52991529848504e-05,6.1735649634041e-06,0.00012999842611225,0.000160268624012068,7.51227423817212e-05,0.000281625812197589,9180135,"2021-05-14",10977,0.0742439067452051,"South East",0,0.333333333333333
2021-04-26,"SOUTH WEST",0.000256976957524224,8.59557150519938e-05,0.000538361597788958,2.44235499849315e-05,5.7308707411012e-07,9.62134032813623e-05,0.000201195910908569,7.42630516084366e-05,0.000385535151215473,5624696,"2021-05-14",6328,0.0867928427035153,"South West",0,0.5
2021-04-27,"NORTH EAST",0.0002480305927301,5.92308208008273e-05,0.00059536181219397,7.01190665227745e-05,6.69790875215067e-06,0.000240511448437112,0.000198612797819063,7.33990391515149e-05,0.000422023365592418,2669941,"2021-05-14",3142,0.220396484746953,"North East",0,1
